12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC208
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 853.710
BKS: 776.1
Optimal: 1
Fri 14 Jan 2022 05:19:21 PM CST
timestamp: 1642151961
Solution value, local machine time, standardized time
853.5 0.041 0.041
852.7 0.042 0.042
852.4 0.042 0.042
852.1 0.042 0.042
851.7 0.042 0.042
847.6 0.042 0.042
847.5 0.042 0.042
847.4 0.042 0.042
844.3 0.042 0.042
843.0 0.042 0.042
840.2 0.042 0.042
839.6 0.043 0.043
838.9 0.044 0.044
835.4 0.045 0.045
828.9 0.045 0.045
825.9 0.045 0.045
821.7 0.045 0.045
821.0 0.050 0.050
819.9 0.054 0.053
819.6 0.064 0.063
813.8 0.064 0.063
813.7 0.064 0.063
813.4 0.095 0.094
813.0 0.095 0.094
811.2 0.104 0.103
809.3 0.125 0.124
807.9 0.181 0.179
807.8 0.181 0.179
806.4 0.219 0.217
805.1 0.621 0.615
804.1 0.812 0.804
802.3 0.817 0.809
800.0 0.818 0.810
799.7 0.818 0.810
798.1 0.834 0.826
796.4 0.841 0.833
795.0 0.846 0.838
794.8 0.846 0.838
793.2 0.864 0.856
792.1 0.897 0.888
791.9 0.911 0.902
790.4 0.911 0.902
789.3 0.977 0.968
786.3 1.211 1.199
786.2 2.605 2.580
785.7 2.605 2.580
784.5 2.608 2.583
783.9 2.794 2.767
782.8 2.817 2.790
781.7 2.970 2.942
777.9 2.970 2.942
777.3 6.284 6.224
776.8 17.842 17.673
776.1 18.335 18.161
Primal Integral: 0.0049966936
