12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC1_2_7
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 3495.580
BKS: 3177.8
Optimal: 1
Fri 14 Jan 2022 05:22:08 PM CST
timestamp: 1642152128
Solution value, local machine time, standardized time
3494.7 0.093 0.092
3492.6 0.093 0.092
3487.7 0.099 0.098
3479.2 0.110 0.109
3476.6 0.119 0.118
3474.1 0.119 0.118
3470.7 0.119 0.118
3468.5 0.119 0.118
3453.4 0.120 0.119
3453.0 0.120 0.119
3436.8 0.120 0.119
3432.6 0.120 0.119
3432.5 0.120 0.119
3428.3 0.121 0.120
3426.5 0.121 0.120
3426.1 0.135 0.134
3424.8 0.135 0.134
3424.0 0.135 0.134
3423.3 0.136 0.135
3415.4 0.139 0.138
3414.8 0.139 0.138
3412.3 0.140 0.139
3407.8 0.140 0.139
3404.3 0.142 0.141
3400.1 0.143 0.142
3395.9 0.143 0.142
3394.2 0.143 0.142
3383.8 0.200 0.198
3383.6 0.201 0.199
3382.0 0.201 0.199
3380.0 0.201 0.199
3373.5 0.202 0.200
3372.8 0.216 0.214
3372.6 0.247 0.245
3370.9 0.247 0.245
3362.5 0.247 0.245
3362.0 0.248 0.246
3361.6 0.248 0.246
3361.5 0.248 0.246
3357.2 0.248 0.246
3357.0 0.248 0.246
3356.4 0.253 0.251
3356.3 0.256 0.254
3349.9 0.258 0.256
3339.6 0.258 0.256
3334.7 0.259 0.257
3333.5 0.260 0.258
3332.8 0.260 0.258
3329.7 0.280 0.277
3329.1 0.281 0.278
3326.8 0.285 0.282
3326.7 0.285 0.282
3324.5 0.285 0.282
3324.1 0.310 0.307
3324.0 0.311 0.308
3323.4 0.311 0.308
3323.1 0.311 0.308
3317.7 0.323 0.320
3302.5 0.396 0.392
3300.9 0.416 0.412
3297.6 0.416 0.412
3297.4 0.416 0.412
3296.4 0.418 0.414
3296.3 0.418 0.414
3295.7 0.418 0.414
3294.5 0.419 0.415
3290.9 0.419 0.415
3290.1 0.419 0.415
3288.9 0.420 0.416
3288.8 0.420 0.416
3288.7 0.420 0.416
3288.4 0.420 0.416
3284.5 0.464 0.460
3282.4 0.464 0.460
3274.7 0.579 0.573
3273.4 0.579 0.573
3269.2 0.580 0.574
3268.7 0.580 0.574
3268.0 0.656 0.650
3267.3 0.657 0.651
3265.9 0.673 0.667
3264.9 0.674 0.668
3260.7 0.674 0.668
3258.2 0.675 0.669
3258.1 0.987 0.978
3256.6 1.001 0.991
3256.2 1.001 0.991
3255.4 1.001 0.991
3254.4 1.002 0.992
3254.0 1.002 0.992
3248.1 1.094 1.084
3246.5 1.107 1.096
3245.7 1.112 1.101
3236.5 1.112 1.101
3236.3 1.120 1.109
3235.9 1.120 1.109
3235.4 1.125 1.114
3234.4 1.125 1.114
3232.4 1.125 1.114
3231.8 1.125 1.114
3230.6 1.125 1.114
3229.2 1.216 1.204
3228.8 1.216 1.204
3227.7 1.216 1.204
3227.2 1.216 1.204
3226.4 1.217 1.205
3218.4 1.239 1.227
3217.8 2.121 2.101
3217.6 2.233 2.212
3215.1 2.235 2.214
3209.8 2.235 2.214
3208.7 2.237 2.216
3208.5 2.238 2.217
3208.3 2.346 2.324
3204.6 2.362 2.340
3204.3 2.362 2.340
3204.0 2.381 2.358
3202.7 2.384 2.361
3202.3 2.858 2.831
3201.4 3.312 3.281
3199.9 3.312 3.281
3196.6 3.316 3.284
3187.2 8.558 8.477
3186.2 8.572 8.491
3186.1 8.577 8.496
3186.0 8.585 8.503
3184.6 8.595 8.513
3183.4 8.603 8.521
3182.4 8.603 8.521
3181.9 21.260 21.058
3181.5 21.810 21.603
3179.1 21.811 21.604
3178.6 22.356 22.144
3178.1 22.464 22.251
3177.8 31.250 30.953
Primal Integral: 0.0067093982
