12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_2_2
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 2036.540
BKS: 1851.4
Optimal: 1
Fri 14 Jan 2022 05:19:34 PM CST
timestamp: 1642151974
Solution value, local machine time, standardized time
2026.4 0.021 0.021
2026.2 0.021 0.021
2022.2 0.021 0.021
2017.7 0.021 0.021
2014.4 0.022 0.022
2011.8 0.022 0.022
2007.8 0.022 0.022
2006.8 0.022 0.022
2005.2 0.022 0.022
2002.7 0.022 0.022
2001.3 0.024 0.024
2001.0 0.024 0.024
2000.1 0.024 0.024
1999.5 0.024 0.024
1999.4 0.025 0.025
1994.2 0.025 0.025
1993.2 0.026 0.026
1992.2 0.027 0.027
1991.5 0.027 0.027
1990.4 0.031 0.031
1940.4 0.046 0.046
1935.9 0.047 0.047
1932.6 0.047 0.047
1931.9 0.047 0.047
1930.0 0.060 0.059
1929.8 0.060 0.059
1923.6 0.060 0.059
1919.7 0.078 0.077
1913.5 0.086 0.085
1912.7 0.087 0.086
1911.8 0.103 0.102
1910.4 0.104 0.103
1905.6 0.104 0.103
1904.8 0.104 0.103
1903.8 0.105 0.104
1902.7 0.105 0.104
1902.6 0.106 0.105
1902.3 0.113 0.112
1902.0 0.182 0.180
1901.7 0.193 0.191
1901.4 0.362 0.359
1900.2 0.363 0.360
1899.7 0.527 0.522
1889.4 0.528 0.523
1887.6 0.528 0.523
1887.5 0.528 0.523
1883.1 0.532 0.527
1882.9 0.554 0.549
1880.9 0.554 0.549
1880.8 0.554 0.549
1878.1 0.558 0.553
1875.7 0.558 0.553
1875.3 0.559 0.554
1870.1 0.559 0.554
1868.9 0.559 0.554
1867.9 0.559 0.554
1866.0 0.613 0.607
1854.1 0.623 0.617
1853.8 0.633 0.627
1853.3 1.714 1.698
1852.0 1.714 1.698
1851.4 2.276 2.254
Primal Integral: 0.0011195624
