12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1358.060
BKS: 1234.6
Optimal: 1
Fri 14 Jan 2022 05:18:48 PM CST
timestamp: 1642151928
Solution value, local machine time, standardized time
1357.5 0.005 0.005
1356.1 0.005 0.005
1355.1 0.005 0.005
1354.4 0.005 0.005
1352.7 0.005 0.005
1346.4 0.005 0.005
1345.8 0.005 0.005
1345.2 0.006 0.006
1343.4 0.006 0.006
1338.9 0.006 0.006
1336.1 0.007 0.007
1335.4 0.007 0.007
1335.2 0.009 0.009
1329.2 0.012 0.012
1315.6 0.013 0.013
1314.8 0.013 0.013
1314.7 0.013 0.013
1313.2 0.013 0.013
1302.9 0.015 0.015
1302.7 0.015 0.015
1302.6 0.017 0.017
1300.6 0.018 0.018
1300.1 0.018 0.018
1292.9 0.019 0.019
1285.2 0.047 0.047
1277.4 0.047 0.047
1277.1 0.053 0.052
1276.8 0.053 0.052
1275.7 0.064 0.063
1272.5 0.070 0.069
1272.1 0.070 0.069
1268.9 0.070 0.069
1267.8 0.117 0.116
1267.7 0.137 0.136
1266.6 0.147 0.146
1266.5 0.147 0.146
1265.2 0.149 0.148
1264.5 0.149 0.148
1254.9 0.151 0.150
1253.0 0.151 0.150
1250.2 0.151 0.150
1250.1 0.151 0.150
1248.2 0.155 0.154
1247.6 0.155 0.154
1246.1 0.156 0.155
1245.5 0.156 0.155
1244.6 0.156 0.155
1243.7 0.157 0.156
1243.6 0.157 0.156
1243.0 0.157 0.156
1240.5 0.162 0.160
1239.6 0.284 0.281
1238.5 0.309 0.306
1237.3 1.393 1.380
1236.7 1.393 1.380
1236.4 1.401 1.388
1236.3 1.401 1.388
1235.8 1.745 1.728
1235.7 4.923 4.876
1235.6 8.529 8.448
1234.6 8.531 8.450
Primal Integral: 0.0009267644
