12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC2_2_8
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 2366.320
BKS: 2151.2
Optimal: 1
Fri 14 Jan 2022 05:28:46 PM CST
timestamp: 1642152526
Solution value, local machine time, standardized time
2366.0 0.074 0.073
2364.1 0.074 0.073
2363.7 0.074 0.073
2363.6 0.074 0.073
2363.5 0.075 0.074
2359.4 0.084 0.083
2358.1 0.084 0.083
2358.0 0.085 0.084
2357.1 0.085 0.084
2357.0 0.085 0.084
2356.4 0.085 0.084
2354.6 0.085 0.084
2354.4 0.086 0.085
2353.8 0.086 0.085
2353.5 0.086 0.085
2351.7 0.086 0.085
2351.6 0.087 0.086
2351.4 0.087 0.086
2347.7 0.087 0.086
2347.5 0.087 0.086
2346.5 0.088 0.087
2345.4 0.088 0.087
2344.2 0.088 0.087
2343.8 0.088 0.087
2342.9 0.089 0.088
2340.7 0.089 0.088
2340.6 0.089 0.088
2340.5 0.093 0.092
2340.1 0.093 0.092
2339.7 0.093 0.092
2339.2 0.097 0.096
2338.5 0.097 0.096
2337.6 0.097 0.096
2337.4 0.193 0.191
2328.1 0.200 0.198
2327.3 0.200 0.198
2326.2 0.202 0.200
2325.8 0.203 0.201
2323.1 0.205 0.203
2318.4 0.205 0.203
2315.6 0.208 0.206
2313.8 0.208 0.206
2312.5 0.208 0.206
2312.3 0.235 0.233
2311.6 0.237 0.235
2311.2 0.237 0.235
2310.6 0.257 0.255
2310.1 0.298 0.295
2309.0 0.299 0.296
2308.8 0.325 0.322
2298.9 0.411 0.407
2297.7 0.472 0.468
2297.2 0.473 0.469
2295.3 0.483 0.478
2294.7 0.483 0.478
2294.3 0.483 0.478
2293.9 0.488 0.483
2293.4 0.762 0.755
2293.1 0.764 0.757
2293.0 0.767 0.760
2276.7 0.882 0.874
2274.6 0.882 0.874
2268.8 0.883 0.875
2264.4 0.883 0.875
2264.0 0.887 0.879
2262.2 0.895 0.886
2258.6 0.896 0.887
2255.9 0.913 0.904
2255.8 0.913 0.904
2255.5 0.913 0.904
2250.8 0.914 0.905
2249.7 0.914 0.905
2245.9 0.932 0.923
2245.1 0.932 0.923
2244.6 0.959 0.950
2243.8 0.959 0.950
2239.5 0.960 0.951
2238.0 0.970 0.961
2236.7 0.971 0.962
2235.9 0.971 0.962
2226.2 0.982 0.973
2223.1 0.991 0.982
2216.7 0.992 0.983
2212.8 1.004 0.994
2212.4 1.004 0.994
2211.1 1.004 0.994
2211.0 1.007 0.997
2208.5 1.007 0.997
2208.0 1.011 1.001
2206.7 1.011 1.001
2205.8 1.011 1.001
2205.6 1.074 1.064
2203.8 1.120 1.109
2203.6 4.908 4.861
2201.7 4.908 4.861
2201.6 4.908 4.861
2201.2 4.908 4.861
2199.9 4.908 4.861
2199.6 4.909 4.862
2199.3 4.909 4.862
2197.2 4.909 4.862
2194.2 4.909 4.862
2193.7 4.914 4.867
2192.9 4.914 4.867
2191.6 4.914 4.867
2190.7 4.914 4.867
2190.4 4.917 4.870
2189.5 4.917 4.870
2188.7 4.917 4.870
2187.0 4.917 4.870
2186.9 4.917 4.870
2183.0 4.917 4.870
2182.1 4.917 4.870
2182.0 4.983 4.936
2179.2 4.992 4.945
2179.1 4.999 4.952
2177.9 5.000 4.953
2177.2 5.000 4.953
2175.8 5.000 4.953
2173.9 5.278 5.228
2173.5 5.279 5.229
2173.0 5.305 5.255
2171.8 5.305 5.255
2171.5 9.183 9.096
2171.3 9.190 9.103
2171.0 9.190 9.103
2170.4 9.190 9.103
2170.3 9.190 9.103
2169.7 9.190 9.103
2169.6 9.191 9.104
2167.5 9.191 9.104
2167.2 9.387 9.298
2166.8 9.387 9.298
2166.5 9.396 9.307
2164.6 9.397 9.308
2162.7 9.398 9.309
2161.5 9.398 9.309
2159.8 9.410 9.321
2159.6 9.578 9.487
2158.3 11.741 11.629
2157.9 11.741 11.629
2157.8 11.742 11.630
2156.7 11.748 11.636
2155.3 11.867 11.754
2154.2 11.867 11.754
2153.9 48.758 48.295
2151.2 49.418 48.949
Primal Integral: 0.0149497273
