12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R107
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1171.060
BKS: 1064.6
Optimal: 1
Fri 14 Jan 2022 05:18:49 PM CST
timestamp: 1642151929
Solution value, local machine time, standardized time
1170.7 0.005 0.005
1169.3 0.005 0.005
1169.0 0.006 0.006
1167.8 0.006 0.006
1159.8 0.006 0.006
1159.1 0.006 0.006
1159.0 0.007 0.007
1153.9 0.008 0.008
1153.0 0.008 0.008
1152.0 0.008 0.008
1149.8 0.008 0.008
1147.9 0.009 0.009
1147.0 0.009 0.009
1146.5 0.009 0.009
1146.4 0.009 0.009
1145.8 0.011 0.011
1145.7 0.011 0.011
1140.7 0.011 0.011
1140.4 0.011 0.011
1139.8 0.012 0.012
1138.5 0.027 0.027
1128.4 0.030 0.030
1127.2 0.030 0.030
1126.5 0.030 0.030
1123.3 0.030 0.030
1118.6 0.031 0.031
1118.3 0.032 0.032
1116.6 0.032 0.032
1114.8 0.032 0.032
1114.2 0.046 0.046
1112.7 0.050 0.050
1111.9 0.052 0.052
1111.5 0.052 0.052
1109.0 0.052 0.052
1108.7 0.060 0.059
1103.1 0.060 0.059
1102.9 0.060 0.059
1101.1 0.066 0.065
1099.2 0.072 0.071
1092.3 0.075 0.074
1090.6 0.091 0.090
1088.5 0.091 0.090
1080.5 0.104 0.103
1078.9 0.176 0.174
1077.4 0.185 0.183
1076.9 0.229 0.227
1072.7 0.243 0.241
1071.4 0.253 0.251
1070.2 0.256 0.254
1070.1 0.297 0.294
1069.5 0.370 0.366
1068.6 0.370 0.366
1068.3 0.370 0.366
1066.6 0.370 0.366
1066.3 2.035 2.016
1064.6 2.056 2.036
Primal Integral: 0.0005884318
