12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C1_4_4
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 7455.470
BKS: 6777.7
Optimal: 1
Fri 14 Jan 2022 05:30:03 PM CST
timestamp: 1642152603
Solution value, local machine time, standardized time
7448.9 0.299 0.296
7448.3 0.305 0.302
7446.9 0.310 0.307
7446.4 0.311 0.308
7443.9 0.311 0.308
7443.4 0.312 0.309
7443.2 0.312 0.309
7442.0 0.313 0.310
7441.3 0.313 0.310
7439.7 0.314 0.311
7439.4 0.314 0.311
7439.2 0.315 0.312
7436.0 0.315 0.312
7435.0 0.316 0.313
7433.4 0.316 0.313
7431.0 0.317 0.314
7421.5 0.319 0.316
7421.2 0.319 0.316
7389.8 0.320 0.317
7387.1 0.320 0.317
7386.9 0.321 0.318
7385.3 0.321 0.318
7384.6 0.322 0.319
7384.4 0.322 0.319
7378.2 0.323 0.320
7378.0 0.323 0.320
7377.8 0.323 0.320
7376.8 0.324 0.321
7375.7 0.324 0.321
7374.6 0.325 0.322
7371.3 0.325 0.322
7343.5 0.326 0.323
7341.4 0.326 0.323
7333.8 0.327 0.324
7332.9 0.328 0.325
7332.0 0.328 0.325
7331.9 0.329 0.326
7331.1 0.329 0.326
7330.5 0.330 0.327
7330.1 0.330 0.327
7328.4 0.352 0.349
7326.0 0.353 0.350
7324.4 0.353 0.350
7320.3 0.353 0.350
7319.8 0.354 0.351
7317.8 0.354 0.351
7308.3 0.355 0.352
7303.9 0.355 0.352
7302.7 0.356 0.353
7301.2 0.356 0.353
7300.2 0.357 0.354
7297.0 0.357 0.354
7296.8 0.358 0.355
7293.9 0.358 0.355
7293.7 0.359 0.356
7293.1 0.362 0.359
7289.0 0.364 0.361
7288.3 0.366 0.363
7287.8 0.367 0.364
7283.4 0.367 0.364
7283.2 0.368 0.365
7282.2 0.368 0.365
7274.0 0.369 0.365
7273.8 0.370 0.366
7273.0 0.370 0.366
7272.4 0.372 0.368
