12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_4_7
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 4257.990
BKS: 3870.9
Optimal: 1
Fri 14 Jan 2022 05:39:24 PM CST
timestamp: 1642153164
Solution value, local machine time, standardized time
4204.0 0.497 0.492
4203.8 0.498 0.493
4200.8 0.498 0.493
4199.6 0.499 0.494
4182.2 0.499 0.494
4179.3 0.499 0.494
4177.6 0.523 0.518
4176.3 0.526 0.521
4176.1 0.526 0.521
4169.2 0.537 0.532
4163.6 0.538 0.533
4163.5 0.538 0.533
4161.0 0.538 0.533
4158.9 0.539 0.534
4155.1 0.556 0.551
4129.3 0.666 0.660
4129.2 0.666 0.660
4128.9 0.670 0.664
4124.2 0.712 0.705
4121.8 0.725 0.718
4119.8 0.726 0.719
4117.0 0.730 0.723
4114.9 0.732 0.725
4112.4 0.732 0.725
4112.2 0.733 0.726
4111.9 0.733 0.726
4107.4 0.738 0.731
4105.3 0.965 0.956
4103.8 0.980 0.971
4103.7 0.986 0.977
4103.5 0.989 0.980
4103.2 1.067 1.057
4102.0 1.068 1.058
4101.6 1.068 1.058
4100.6 1.069 1.059
4093.5 1.102 1.092
4085.8 1.102 1.092
4084.8 1.103 1.093
4084.0 1.114 1.103
4083.1 1.157 1.146
4081.4 1.162 1.151
4081.3 1.163 1.152
4081.2 1.178 1.167
4081.0 1.222 1.210
4080.6 1.240 1.228
4079.4 1.241 1.229
4077.1 1.316 1.303
4074.8 1.317 1.304
4069.6 1.355 1.342
4066.9 1.360 1.347
4065.9 1.360 1.347
4065.7 1.404 1.391
4063.4 1.465 1.451
4051.4 1.533 1.518
4050.3 1.533 1.518
4048.2 1.534 1.519
4046.2 1.534 1.519
4045.7 1.606 1.591
4044.6 1.607 1.592
4043.4 1.647 1.631
4043.0 1.687 1.671
4042.7 1.903 1.885
4041.3 1.917 1.899
4039.6 1.918 1.900
4038.1 1.918 1.900
4037.6 1.919 1.901
4037.5 1.919 1.901
4037.0 1.935 1.917
4036.1 1.940 1.922
4031.5 1.940 1.922
4027.3 1.941 1.923
4027.1 1.941 1.923
4024.4 1.941 1.923
4004.5 1.946 1.928
3995.7 1.947 1.929
3993.3 1.985 1.966
3984.9 2.629 2.604
3982.6 2.629 2.604
3971.7 2.632 2.607
3971.0 2.634 2.609
3967.2 2.660 2.635
3967.0 2.661 2.636
3964.3 2.661 2.636
3964.1 2.711 2.685
3961.1 2.711 2.685
3960.6 2.831 2.804
3958.3 2.849 2.822
3955.5 2.849 2.822
3954.8 3.108 3.078
3951.9 3.109 3.079
3951.4 3.305 3.274
3949.8 3.320 3.288
3949.6 3.320 3.288
3949.2 3.321 3.289
3949.0 3.321 3.289
3947.5 3.419 3.387
3945.2 3.428 3.395
3942.9 3.428 3.395
3941.2 3.473 3.440
3940.2 3.473 3.440
3938.4 3.790 3.754
3938.0 13.007 12.883
3937.9 13.034 12.910
3937.6 20.138 19.947
3934.5 20.139 19.948
3933.2 20.804 20.606
3931.9 20.805 20.607
3931.6 20.819 20.621
3930.3 20.822 20.624
3929.1 21.017 20.817
3926.8 21.103 20.903
3926.7 21.113 20.912
3926.6 21.135 20.934
3923.9 21.181 20.980
3923.4 21.182 20.981
3923.3 22.003 21.794
3922.3 22.239 22.028
3922.0 22.257 22.046
3921.5 22.319 22.107
3921.4 22.395 22.182
3921.1 22.396 22.183
3920.6 22.403 22.190
3920.3 22.423 22.210
3916.1 22.443 22.230
3915.3 22.444 22.231
3914.3 22.475 22.261
3913.2 22.755 22.539
3913.1 47.678 47.225
3912.8 47.773 47.319
3912.6 47.917 47.462
3912.1 49.973 49.498
3911.7 50.044 49.569
3911.0 50.067 49.591
3910.9 52.102 51.607
3910.8 52.616 52.116
3910.6 52.764 52.263
3910.5 53.048 52.544
3910.4 58.259 57.706
3910.3 58.265 57.711
3910.2 60.279 59.706
3901.1 124.074 122.895
3900.4 124.188 123.008
3899.0 124.188 123.008
3894.6 124.191 123.011
3894.1 124.192 123.012
3892.9 124.194 123.014
3892.3 124.260 123.080
3891.0 124.260 123.080
3888.9 124.261 123.081
3888.8 124.261 123.081
3886.2 124.262 123.082
3885.9 124.262 123.082
3885.6 124.262 123.082
3885.4 124.708 123.523
3883.4 124.800 123.614
3881.6 124.827 123.641
3879.0 124.849 123.663
3878.7 124.850 123.664
3875.5 124.850 123.664
3873.8 124.926 123.739
3873.7 125.008 123.820
3873.6 125.188 123.999
3873.3 127.240 126.031
3872.9 127.336 126.126
3872.8 128.200 126.982
3872.7 275.934 273.313
3872.3 276.027 273.405
3871.0 280.080 277.419
3870.9 291.141 288.375
Primal Integral: 0.0447840014
