12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_2_9
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1996.500
BKS: 1815.0
Optimal: 1
Fri 14 Jan 2022 05:19:41 PM CST
timestamp: 1642151981
Solution value, local machine time, standardized time
1991.9 0.035 0.035
1986.6 0.036 0.036
1982.0 0.036 0.036
1980.7 0.036 0.036
1976.2 0.036 0.036
1967.4 0.036 0.036
1967.0 0.036 0.036
1961.5 0.036 0.036
1958.2 0.036 0.036
1958.1 0.037 0.037
1957.0 0.037 0.037
1952.7 0.047 0.047
1943.5 0.047 0.047
1941.7 0.047 0.047
1935.6 0.048 0.048
1932.8 0.048 0.048
1927.5 0.048 0.048
1926.4 0.065 0.064
1916.0 0.065 0.064
1914.1 0.066 0.065
1912.1 0.067 0.066
1909.9 0.069 0.068
1909.7 0.073 0.072
1904.9 0.073 0.072
1900.0 0.087 0.086
1899.2 0.087 0.086
1893.1 0.087 0.086
1890.2 0.087 0.086
1888.4 0.087 0.086
1887.2 0.087 0.086
1885.5 0.088 0.087
1885.3 0.088 0.087
1885.2 0.113 0.112
1884.7 0.113 0.112
1884.4 0.204 0.202
1884.3 0.239 0.237
1883.1 0.240 0.238
1882.7 0.240 0.238
1877.1 0.276 0.273
1876.7 0.288 0.285
1874.8 0.289 0.286
1872.5 0.289 0.286
1872.1 0.289 0.286
1871.5 0.289 0.286
1868.7 0.290 0.287
1863.7 0.316 0.313
1863.4 0.316 0.313
1863.2 0.317 0.314
1849.7 0.324 0.321
1849.6 0.338 0.335
1849.4 0.342 0.339
1848.9 0.342 0.339
1842.8 0.342 0.339
1835.5 0.343 0.340
1835.1 0.351 0.348
1834.8 0.404 0.400
1834.1 0.404 0.400
1825.4 0.444 0.440
1825.0 0.451 0.447
1824.9 0.451 0.447
1824.7 0.550 0.545
1824.2 0.587 0.581
1823.9 0.599 0.593
1823.8 0.599 0.593
1823.7 0.768 0.761
1822.9 2.115 2.095
1822.0 2.115 2.095
1821.6 2.604 2.579
1820.0 3.042 3.013
1817.1 14.515 14.377
1816.6 14.517 14.379
1815.0 14.610 14.471
Primal Integral: 0.0033089532
