12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC1_2_10
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 3289.550
BKS: 2990.5
Optimal: 0
Fri 14 Jan 2022 05:21:23 PM CST
timestamp: 1642152083
Solution value, local machine time, standardized time
3286.3 0.035 0.035
3284.2 0.035 0.035
3283.6 0.035 0.035
3280.9 0.036 0.036
3262.4 0.040 0.040
3259.5 0.040 0.040
3258.4 0.040 0.040
3257.7 0.041 0.041
3257.6 0.041 0.041
3247.7 0.041 0.041
3246.4 0.041 0.041
3244.1 0.041 0.041
3241.4 0.041 0.041
3241.2 0.041 0.041
3240.5 0.043 0.043
3239.4 0.043 0.043
3239.2 0.043 0.043
3234.1 0.044 0.044
3234.0 0.044 0.044
3229.9 0.044 0.044
3226.5 0.047 0.047
3224.3 0.047 0.047
3223.0 0.047 0.047
3212.0 0.057 0.056
3200.2 0.058 0.057
3199.3 0.059 0.058
3198.3 0.060 0.059
3196.3 0.061 0.060
3194.9 0.062 0.061
3194.1 0.062 0.061
3190.4 0.063 0.062
3179.8 0.063 0.062
3177.8 0.063 0.062
3177.4 0.063 0.062
3177.1 0.063 0.062
3174.0 0.067 0.066
3173.7 0.074 0.073
3173.1 0.075 0.074
3171.9 0.104 0.103
3170.8 0.104 0.103
3170.1 0.104 0.103
3169.7 0.104 0.103
3162.3 0.104 0.103
3160.8 0.104 0.103
3160.6 0.105 0.104
3160.5 0.105 0.104
3159.7 0.105 0.104
3153.3 0.115 0.114
3152.2 0.138 0.137
3152.0 0.138 0.137
3151.0 0.149 0.148
3149.7 0.159 0.157
3148.6 0.160 0.158
3147.9 0.160 0.158
3147.3 0.167 0.165
3145.4 0.170 0.168
3144.3 0.170 0.168
3141.5 0.170 0.168
3140.4 0.173 0.171
3140.0 0.198 0.196
3133.2 0.202 0.200
3131.1 0.202 0.200
3130.4 0.204 0.202
3129.9 0.204 0.202
3109.9 0.209 0.207
3106.4 0.209 0.207
3105.1 0.209 0.207
3103.0 0.212 0.210
3101.1 0.212 0.210
3094.8 0.214 0.212
3093.0 0.216 0.214
3092.7 0.218 0.216
3090.8 0.220 0.218
3090.4 0.228 0.226
3080.8 0.243 0.241
3080.2 0.243 0.241
3079.9 0.244 0.242
3079.3 0.244 0.242
3079.1 0.244 0.242
3078.9 0.245 0.243
3078.4 0.245 0.243
3078.0 0.252 0.250
3075.8 0.252 0.250
3075.6 0.252 0.250
3073.7 0.252 0.250
3068.4 0.254 0.252
3067.7 0.255 0.253
3067.5 0.255 0.253
3059.6 0.261 0.259
3058.8 0.268 0.265
3058.4 0.268 0.265
3058.3 0.272 0.269
3057.6 0.291 0.288
3057.2 0.363 0.360
3055.7 0.383 0.379
3055.2 0.384 0.380
3055.0 0.384 0.380
3054.5 0.502 0.497
3054.1 0.502 0.497
3052.5 0.502 0.497
3051.9 0.502 0.497
3050.7 0.502 0.497
3049.9 0.502 0.497
3048.5 0.503 0.498
3048.1 0.503 0.498
3047.9 0.503 0.498
3047.8 0.503 0.498
3047.4 0.503 0.498
3047.0 0.503 0.498
3046.2 0.504 0.499
3042.0 0.931 0.922
3041.8 0.938 0.929
3040.7 9.096 9.010
3040.4 9.107 9.020
3040.3 9.108 9.021
3040.2 9.124 9.037
3039.9 9.130 9.043
3037.6 9.172 9.085
3037.5 9.673 9.581
3036.7 9.673 9.581
3036.2 9.673 9.581
3035.8 9.674 9.582
3033.1 9.761 9.668
3032.3 9.772 9.679
3031.0 9.968 9.873
3030.7 9.968 9.873
3030.4 10.187 10.090
3029.8 10.187 10.090
3029.4 10.195 10.098
3029.2 10.196 10.099
3028.8 10.208 10.111
3028.7 10.918 10.814
3027.0 10.932 10.828
3026.9 10.940 10.836
3026.2 10.944 10.840
3023.5 10.965 10.861
3023.4 11.080 10.975
3022.3 11.080 10.975
3022.1 11.161 11.055
3021.9 11.161 11.055
3021.1 11.162 11.056
3019.2 11.162 11.056
3018.7 11.162 11.056
3013.3 11.180 11.074
3012.9 11.180 11.074
3012.5 11.180 11.074
3012.2 11.193 11.087
3011.6 11.380 11.272
3009.6 11.384 11.276
3008.7 11.393 11.285
3008.2 11.445 11.336
3007.1 11.446 11.337
3006.7 11.458 11.349
3006.6 11.916 11.803
3006.5 11.941 11.828
3005.6 11.987 11.873
3004.8 25.448 25.206
3004.4 25.449 25.207
3003.6 25.778 25.533
3000.5 25.973 25.726
3000.4 28.108 27.841
2999.7 28.108 27.841
2998.8 29.187 28.910
2998.7 30.231 29.944
2997.9 30.319 30.031
2996.5 30.407 30.118
2996.2 30.503 30.213
2994.9 46.277 45.837
Primal Integral: 0.1608092153
