12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC204
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 861.850
BKS: 783.5
Optimal: 1
Fri 14 Jan 2022 05:19:17 PM CST
timestamp: 1642151957
Solution value, local machine time, standardized time
861.1 0.005 0.005
859.9 0.006 0.006
859.8 0.006 0.006
857.3 0.006 0.006
857.1 0.006 0.006
855.3 0.006 0.006
853.1 0.006 0.006
852.1 0.006 0.006
849.5 0.006 0.006
848.4 0.006 0.006
847.2 0.006 0.006
846.8 0.006 0.006
846.4 0.007 0.007
844.6 0.007 0.007
844.5 0.007 0.007
840.6 0.010 0.010
834.8 0.012 0.012
831.7 0.012 0.012
831.2 0.012 0.012
828.4 0.013 0.013
826.8 0.013 0.013
825.7 0.013 0.013
823.8 0.013 0.013
822.2 0.014 0.014
819.1 0.014 0.014
818.9 0.014 0.014
815.6 0.014 0.014
812.2 0.015 0.015
811.2 0.015 0.015
810.9 0.023 0.023
810.8 0.023 0.023
809.7 0.023 0.023
808.8 0.023 0.023
808.4 0.023 0.023
808.0 0.023 0.023
807.7 0.078 0.077
807.6 0.078 0.077
807.2 0.078 0.077
807.0 0.103 0.102
806.6 0.103 0.102
806.0 0.109 0.108
805.8 0.110 0.109
805.1 0.110 0.109
805.0 0.110 0.109
802.8 0.110 0.109
802.4 0.110 0.109
801.9 0.110 0.109
799.5 0.110 0.109
798.9 0.111 0.110
796.7 0.118 0.117
793.3 0.118 0.117
792.1 0.118 0.117
791.4 0.277 0.274
790.8 0.425 0.421
790.3 0.439 0.435
787.3 0.450 0.446
786.9 0.452 0.448
786.4 0.596 0.590
785.8 0.700 0.693
783.5 2.596 2.571
Primal Integral: 0.0007919556
