12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_2_6
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 2029.280
BKS: 1844.8
Optimal: 1
Fri 14 Jan 2022 05:19:38 PM CST
timestamp: 1642151978
Solution value, local machine time, standardized time
2026.1 0.022 0.022
2025.8 0.022 0.022
2023.5 0.023 0.023
2021.0 0.024 0.024
2020.6 0.024 0.024
2019.6 0.026 0.026
2019.5 0.026 0.026
2018.3 0.033 0.033
2018.2 0.033 0.033
2016.0 0.065 0.064
2015.4 0.065 0.064
2014.9 0.066 0.065
2012.2 0.067 0.066
2010.9 0.067 0.066
2005.1 0.071 0.070
2004.7 0.071 0.070
1999.1 0.072 0.071
1996.5 0.073 0.072
1996.2 0.073 0.072
1995.8 0.078 0.077
1995.1 0.087 0.086
1994.2 0.087 0.086
1978.2 0.096 0.095
1971.8 0.096 0.095
1969.1 0.096 0.095
1962.2 0.096 0.095
1961.8 0.096 0.095
1960.5 0.097 0.096
1946.7 0.097 0.096
1937.2 0.097 0.096
1934.3 0.131 0.130
1933.7 0.132 0.131
1931.6 0.137 0.136
1931.4 0.146 0.145
1925.8 0.146 0.145
1923.9 0.146 0.145
1918.5 0.164 0.162
1918.3 0.166 0.164
1912.8 0.171 0.169
1912.5 0.175 0.173
1904.1 0.177 0.175
1900.1 0.177 0.175
1899.7 0.177 0.175
1897.1 0.190 0.188
1886.7 0.191 0.189
1886.5 0.199 0.197
1885.7 0.201 0.199
1885.6 0.212 0.210
1885.0 0.213 0.211
1883.7 0.213 0.211
1883.3 0.224 0.222
1881.9 0.229 0.227
1881.7 0.230 0.228
1881.0 0.233 0.231
1879.3 0.284 0.281
1876.7 0.295 0.292
1874.0 0.295 0.292
1873.7 0.295 0.292
1872.5 0.296 0.293
1871.6 0.296 0.293
1855.6 0.296 0.293
1855.2 0.296 0.293
1854.7 0.308 0.305
1852.9 0.453 0.449
1850.7 0.453 0.449
1850.2 0.471 0.467
1847.2 6.732 6.668
1846.7 6.740 6.676
1844.8 6.782 6.718
Primal Integral: 0.0018939650
