12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC1_2_1
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 3868.590
BKS: 3516.9
Optimal: 1
Fri 14 Jan 2022 05:21:31 PM CST
timestamp: 1642152091
Solution value, local machine time, standardized time
3857.4 0.039 0.039
3857.0 0.039 0.039
3856.5 0.040 0.040
3855.9 0.040 0.040
3852.6 0.040 0.040
3851.2 0.040 0.040
3835.8 0.041 0.041
3835.3 0.041 0.041
3825.3 0.042 0.042
3822.9 0.042 0.042
3812.2 0.042 0.042
3807.1 0.042 0.042
3772.7 0.045 0.045
3771.3 0.045 0.045
3770.6 0.046 0.046
3769.9 0.046 0.046
3768.4 0.047 0.047
3751.9 0.047 0.047
3750.3 0.047 0.047
3747.0 0.047 0.047
3739.2 0.048 0.048
3729.7 0.050 0.050
3724.7 0.050 0.050
3724.5 0.050 0.050
3723.4 0.051 0.051
3723.0 0.051 0.051
3718.0 0.051 0.051
3715.5 0.051 0.051
3709.3 0.062 0.061
3706.2 0.062 0.061
3706.1 0.062 0.061
3705.2 0.062 0.061
3704.3 0.062 0.061
3704.2 0.063 0.062
3704.1 0.064 0.063
3703.6 0.064 0.063
3702.2 0.065 0.064
3701.6 0.065 0.064
3691.4 0.068 0.067
3691.2 0.068 0.067
3690.4 0.068 0.067
3682.3 0.069 0.068
3679.1 0.073 0.072
3678.5 0.087 0.086
3678.4 0.087 0.086
3673.3 0.088 0.087
3672.4 0.088 0.087
3671.6 0.088 0.087
3670.1 0.088 0.087
3668.4 0.088 0.087
3667.7 0.089 0.088
3667.4 0.095 0.094
3665.1 0.098 0.097
3663.1 0.120 0.119
3662.7 0.120 0.119
3659.6 0.122 0.121
3654.3 0.151 0.150
3652.5 0.155 0.154
3650.0 0.155 0.154
3649.8 0.155 0.154
3644.5 0.171 0.169
3639.8 0.171 0.169
3634.1 0.189 0.187
3633.7 0.190 0.188
3632.7 0.190 0.188
3631.8 0.190 0.188
3627.0 0.190 0.188
3625.5 0.190 0.188
3614.6 0.191 0.189
3614.1 0.191 0.189
3612.5 0.191 0.189
3612.3 0.194 0.192
3611.3 0.202 0.200
3610.7 0.203 0.201
3609.7 0.203 0.201
3607.7 0.205 0.203
3592.0 0.205 0.203
3591.3 0.207 0.205
3590.4 0.207 0.205
3583.9 0.475 0.470
3581.3 0.475 0.470
3580.8 0.476 0.471
3577.4 0.477 0.472
3577.1 0.490 0.485
3569.8 0.490 0.485
3569.5 0.490 0.485
3569.1 0.490 0.485
3567.6 0.491 0.486
3567.4 0.506 0.501
3566.3 0.553 0.548
3561.4 0.749 0.742
3557.4 0.749 0.742
3557.3 0.850 0.842
3552.9 1.003 0.993
3549.1 1.761 1.744
3548.6 1.761 1.744
3546.2 1.770 1.753
3544.7 1.955 1.936
3544.6 18.210 18.037
3543.3 18.210 18.037
3542.2 18.265 18.091
3542.1 18.321 18.147
3536.8 18.325 18.151
3535.2 18.382 18.207
3534.3 18.382 18.207
3533.7 18.443 18.268
3531.7 18.445 18.270
3530.1 18.519 18.343
3530.0 48.392 47.932
3528.7 61.530 60.945
3528.6 61.541 60.956
3527.9 61.549 60.964
3527.6 61.567 60.982
3527.1 61.574 60.989
3524.6 61.595 61.010
3524.5 124.577 123.394
3523.8 124.587 123.403
3521.4 455.200 450.876
3520.9 1431.365 1417.767
3520.1 1431.455 1417.856
3519.8 1431.732 1418.131
3516.9 1431.759 1418.157
Primal Integral: 0.1298950024
