12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C1_2_3
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 2943.380
BKS: 2675.8
Optimal: 1
Fri 14 Jan 2022 05:19:25 PM CST
timestamp: 1642151965
Solution value, local machine time, standardized time
2901.3 0.013 0.013
2898.7 0.013 0.013
2898.2 0.013 0.013
2897.8 0.014 0.014
2895.5 0.014 0.014
2894.2 0.014 0.014
2893.7 0.014 0.014
2892.8 0.014 0.014
2892.2 0.015 0.015
2890.8 0.015 0.015
2890.7 0.015 0.015
2890.3 0.016 0.016
2887.5 0.016 0.016
2885.7 0.016 0.016
2882.7 0.016 0.016
2879.4 0.016 0.016
2877.4 0.017 0.017
2877.0 0.018 0.018
2875.4 0.019 0.019
2875.3 0.020 0.020
2874.5 0.020 0.020
2873.8 0.022 0.022
2871.7 0.022 0.022
2871.3 0.024 0.024
2871.2 0.026 0.026
2870.8 0.027 0.027
2870.5 0.028 0.028
2869.1 0.029 0.029
2867.2 0.031 0.031
2866.8 0.033 0.033
2864.9 0.035 0.035
2864.2 0.036 0.036
2863.5 0.037 0.037
2854.2 0.043 0.043
2777.0 0.043 0.043
2775.6 0.043 0.043
2775.0 0.044 0.044
2774.6 0.044 0.044
2772.8 0.059 0.058
2763.7 0.059 0.058
2763.3 0.059 0.058
2762.1 0.070 0.069
2756.2 0.070 0.069
2756.0 0.072 0.071
2754.2 0.082 0.081
2753.6 0.082 0.081
2751.8 0.083 0.082
2750.1 0.115 0.114
2744.1 0.116 0.115
2742.0 0.116 0.115
2738.0 0.116 0.115
2737.8 0.116 0.115
2737.2 0.116 0.115
2736.0 0.116 0.115
2734.2 0.135 0.134
2733.7 0.136 0.135
2731.0 0.138 0.137
2730.7 0.138 0.137
2724.3 0.158 0.156
2723.9 0.159 0.157
2722.7 0.161 0.159
2722.6 0.178 0.176
2720.5 0.180 0.178
2719.3 0.180 0.178
2719.0 0.183 0.181
2704.9 0.186 0.184
2704.2 0.186 0.184
2703.9 0.186 0.184
2698.4 0.186 0.184
2698.0 0.187 0.185
2697.4 0.187 0.185
2694.4 0.187 0.185
2691.6 0.187 0.185
2689.1 0.187 0.185
2687.0 0.187 0.185
2685.4 0.187 0.185
2684.1 0.191 0.189
2682.5 0.244 0.242
2677.9 0.244 0.242
2677.2 0.382 0.378
2676.8 0.382 0.378
2676.5 1.538 1.523
2676.2 1.538 1.523
2676.1 1.926 1.908
2675.9 7.490 7.419
2675.8 18.031 17.860
Primal Integral: 0.0004939611
