12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R110
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1174.800
BKS: 1068.0
Optimal: 1
Fri 14 Jan 2022 05:18:52 PM CST
timestamp: 1642151932
Solution value, local machine time, standardized time
1173.5 0.020 0.020
1171.4 0.020 0.020
1171.0 0.020 0.020
1170.1 0.022 0.022
1169.5 0.022 0.022
1167.3 0.022 0.022
1166.6 0.023 0.023
1163.5 0.023 0.023
1162.2 0.025 0.025
1161.8 0.025 0.025
1158.7 0.025 0.025
1157.8 0.025 0.025
1157.1 0.025 0.025
1156.5 0.026 0.026
1153.7 0.027 0.027
1153.4 0.027 0.027
1152.7 0.027 0.027
1149.6 0.032 0.032
1148.2 0.032 0.032
1147.0 0.032 0.032
1144.9 0.032 0.032
1143.1 0.032 0.032
1141.5 0.032 0.032
1140.8 0.032 0.032
1140.1 0.032 0.032
1139.7 0.033 0.033
1138.7 0.033 0.033
1131.3 0.036 0.036
1128.3 0.037 0.037
1123.1 0.037 0.037
1118.5 0.037 0.037
1118.3 0.037 0.037
1118.0 0.037 0.037
1115.2 0.037 0.037
1113.5 0.037 0.037
1112.2 0.037 0.037
1107.8 0.053 0.052
1106.9 0.053 0.052
1105.6 0.053 0.052
1103.3 0.055 0.054
1102.7 0.055 0.054
1101.7 0.288 0.285
1098.0 0.290 0.287
1094.2 0.312 0.309
1092.3 0.527 0.522
1092.0 0.529 0.524
1088.3 0.529 0.524
1088.0 0.534 0.529
1086.1 0.535 0.530
1082.2 0.536 0.531
1080.2 0.544 0.539
1079.8 0.562 0.557
1076.1 0.568 0.563
1076.0 0.578 0.573
1073.8 0.578 0.573
1070.6 0.579 0.573
1069.5 10.013 9.918
1068.0 10.372 10.273
Primal Integral: 0.0022963743
