12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R104
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1068.650
BKS: 971.5
Optimal: 1
Thu 27 Jan 2022 03:50:38 AM CST
timestamp: 1643226638
Solution value, local machine time, standardized time
1062.7 0.006 0.006
1062.3 0.006 0.006
1059.1 0.006 0.006
1058.9 0.006 0.006
1057.9 0.006 0.006
1046.5 0.006 0.006
1046.3 0.007 0.007
1046.1 0.007 0.007
1044.6 0.007 0.007
1044.2 0.007 0.007
1043.4 0.007 0.007
1042.8 0.008 0.008
1041.8 0.008 0.008
1041.3 0.008 0.008
1040.9 0.009 0.009
1040.8 0.076 0.075
1037.3 0.076 0.075
1036.0 0.122 0.121
1034.8 0.123 0.122
1034.6 0.123 0.122
1034.2 0.124 0.123
1034.0 0.182 0.180
1030.8 0.182 0.180
1029.1 0.182 0.180
1028.4 0.183 0.181
1026.5 0.183 0.181
1024.4 0.183 0.181
1024.0 0.183 0.181
1023.8 0.183 0.181
1022.2 0.183 0.181
1022.0 0.184 0.182
1021.6 0.184 0.182
1020.7 0.185 0.183
1020.3 0.602 0.596
1020.2 0.602 0.596
1019.9 0.658 0.652
1019.8 0.658 0.652
1018.8 0.659 0.653
1018.2 0.659 0.653
1016.3 0.659 0.653
1015.8 0.874 0.866
1014.9 0.876 0.868
1013.8 0.876 0.868
1013.2 0.877 0.869
1013.0 0.877 0.869
1012.0 0.877 0.869
1011.4 0.877 0.869
1010.6 0.877 0.869
1010.1 0.877 0.869
1009.5 1.343 1.330
1009.3 1.343 1.330
1009.0 1.343 1.330
1008.6 1.347 1.334
1006.6 1.347 1.334
1002.5 1.348 1.335
1002.1 1.348 1.335
1001.0 1.348 1.335
999.1 1.348 1.335
998.2 1.348 1.335
995.3 1.349 1.336
990.1 1.418 1.405
988.7 1.709 1.693
984.9 2.343 2.321
984.8 2.352 2.330
984.7 2.352 2.330
983.4 2.353 2.331
980.3 2.515 2.491
980.2 3.626 3.592
979.3 4.010 3.972
979.0 4.197 4.157
978.9 4.794 4.748
976.9 5.023 4.975
976.5 6.830 6.765
976.2 7.803 7.729
975.1 981.671 972.345
971.5 985.391 976.030
Primal Integral: 0.2667625779
