12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R202
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1132.560
BKS: 1029.6
Optimal: 1
Thu 27 Jan 2022 03:50:26 AM CST
timestamp: 1643226626
Solution value, local machine time, standardized time
1131.6 0.006 0.006
1130.2 0.007 0.007
1129.9 0.007 0.007
1129.6 0.007 0.007
1129.4 0.007 0.007
1126.4 0.008 0.008
1126.3 0.010 0.010
1123.6 0.011 0.011
1121.2 0.011 0.011
1118.9 0.040 0.040
1118.5 0.040 0.040
1116.1 0.040 0.040
1108.9 0.040 0.040
1108.1 0.041 0.041
1106.6 0.041 0.041
1105.5 0.042 0.042
1101.4 0.042 0.042
1100.9 0.043 0.043
1094.8 0.043 0.043
1092.6 0.043 0.043
1092.0 0.043 0.043
1091.2 0.043 0.043
1087.5 0.044 0.044
1087.4 0.045 0.045
1081.5 0.045 0.045
1081.4 0.579 0.573
1074.6 0.580 0.574
1074.4 0.580 0.574
1073.8 1.166 1.155
1070.8 1.166 1.155
1067.1 1.166 1.155
1066.8 1.167 1.156
1065.9 1.167 1.156
1063.3 1.174 1.163
1062.1 1.174 1.163
1061.8 2.193 2.172
1057.5 2.193 2.172
1057.1 2.193 2.172
1054.4 2.821 2.794
1053.8 2.821 2.794
1053.0 2.821 2.794
1052.5 2.821 2.794
1050.6 2.823 2.796
1050.2 2.824 2.797
1050.1 2.825 2.798
1048.2 2.883 2.856
1044.8 3.049 3.020
1044.7 3.219 3.188
1043.5 3.219 3.188
1043.2 3.219 3.188
1041.3 3.219 3.188
1040.8 3.220 3.189
1040.3 3.220 3.189
1039.5 3.362 3.330
1039.2 3.819 3.783
1035.8 3.819 3.783
1035.1 3.819 3.783
1034.3 3.819 3.783
1033.5 4.163 4.123
1033.3 4.199 4.159
1030.6 4.802 4.756
1029.8 4.937 4.890
1029.6 5.490 5.438
Primal Integral: 0.0067374147
