12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC202
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1201.530
BKS: 1092.3
Optimal: 1
Thu 27 Jan 2022 03:50:06 AM CST
timestamp: 1643226606
Solution value, local machine time, standardized time
1199.1 0.066 0.065
1199.0 0.066 0.065
1197.7 0.067 0.066
1194.5 0.067 0.066
1194.4 0.068 0.067
1193.7 0.068 0.067
1192.7 0.068 0.067
1192.4 0.241 0.239
1192.1 0.241 0.239
1191.3 0.242 0.240
1191.1 0.242 0.240
1190.2 0.256 0.254
1190.1 0.257 0.255
1186.0 0.257 0.255
1185.0 0.337 0.334
1183.0 0.337 0.334
1182.9 0.338 0.335
1181.8 0.338 0.335
1180.6 0.339 0.336
1175.3 0.384 0.380
1168.5 0.384 0.380
1167.2 0.385 0.381
1166.1 0.385 0.381
1164.8 0.386 0.382
1164.7 0.387 0.383
1163.2 0.431 0.427
1161.0 0.431 0.427
1159.7 0.431 0.427
1159.4 0.431 0.427
1158.1 0.432 0.428
1150.5 0.432 0.428
1150.3 0.595 0.589
1149.5 0.595 0.589
1149.3 0.595 0.589
1144.0 0.596 0.590
1143.8 0.599 0.593
1137.9 0.599 0.593
1136.7 0.600 0.594
1133.0 1.077 1.067
1131.9 1.077 1.067
1130.8 1.078 1.068
1130.6 1.078 1.068
1127.0 1.955 1.936
1125.3 2.533 2.509
1117.4 2.562 2.538
1116.0 3.251 3.220
1112.6 3.251 3.220
1109.2 3.251 3.220
1109.0 3.256 3.225
1107.6 3.256 3.225
1104.1 3.256 3.225
1101.7 4.543 4.500
1100.4 4.543 4.500
1100.3 4.544 4.501
1100.2 4.912 4.865
1100.1 5.323 5.272
1100.0 5.371 5.320
1099.6 5.371 5.320
1099.0 5.371 5.320
1096.4 5.802 5.747
1096.3 5.911 5.855
1095.8 6.121 6.063
1093.4 9.711 9.619
1092.3 14.859 14.718
Primal Integral: 0.0095009892
