12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R201
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1257.520
BKS: 1143.2
Optimal: 1
Tue 11 Jan 2022 12:32:12 AM CST
timestamp: 1641832332
Solution value, local machine time, standardized time
1256.4 0.010 0.010
1256.2 0.010 0.010
1251.1 0.010 0.010
1244.2 0.010 0.010
1240.9 0.010 0.010
1240.4 0.010 0.010
1235.0 0.010 0.010
1234.5 0.010 0.010
1234.4 0.010 0.010
1234.0 0.010 0.010
1232.5 0.013 0.013
1231.5 0.014 0.014
1230.1 0.014 0.014
1226.3 3.853 3.816
1224.4 3.876 3.839
1215.3 3.885 3.848
1215.1 3.885 3.848
1214.5 3.885 3.848
1204.2 3.886 3.849
1203.0 3.886 3.849
1200.7 3.888 3.851
1195.8 3.891 3.854
1195.2 3.909 3.872
1193.8 3.914 3.877
1191.9 3.914 3.877
1189.1 3.914 3.877
1185.7 3.914 3.877
1183.8 3.914 3.877
1179.7 3.924 3.887
1177.8 3.938 3.901
1177.7 3.938 3.901
1177.5 3.938 3.901
1177.0 4.028 3.990
1172.2 4.060 4.021
1171.8 4.583 4.539
1171.2 4.615 4.571
1170.6 4.615 4.571
1170.3 4.615 4.571
1166.4 4.615 4.571
1157.9 5.060 5.012
1157.7 5.448 5.396
1157.2 5.491 5.439
1156.7 5.491 5.439
1156.3 5.570 5.517
1153.3 6.060 6.002
1151.5 9.197 9.110
1151.3 13.670 13.540
1149.3 13.690 13.560
1148.2 13.890 13.758
1148.1 15.017 14.874
1147.6 16.763 16.604
1147.3 16.861 16.701
1147.2 19.166 18.984
1147.0 22.367 22.155
1143.5 22.367 22.155
1143.2 22.683 22.468
Primal Integral: 0.0236725031
