12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R108
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1025.310
BKS: 932.1
Optimal: 1
Tue 11 Jan 2022 12:32:06 AM CST
timestamp: 1641832326
Solution value, local machine time, standardized time
1023.3 2.550 2.526
1020.5 2.550 2.526
1017.6 2.550 2.526
1016.4 2.550 2.526
1015.4 2.550 2.526
1014.7 2.871 2.844
1012.4 2.871 2.844
1007.6 2.872 2.845
1006.9 2.872 2.845
1003.1 2.872 2.845
1002.2 2.872 2.845
1001.6 2.872 2.845
1001.1 2.872 2.845
1000.0 2.872 2.845
999.8 2.872 2.845
999.6 2.872 2.845
999.4 2.872 2.845
998.2 2.872 2.845
991.6 2.873 2.846
991.3 3.313 3.282
990.3 3.356 3.324
990.1 3.356 3.324
989.9 3.356 3.324
989.8 3.356 3.324
989.5 3.356 3.324
987.4 3.391 3.359
986.9 3.448 3.415
986.8 3.448 3.415
986.5 3.635 3.600
986.0 3.635 3.600
985.4 3.639 3.604
984.4 3.777 3.741
983.4 3.780 3.744
982.2 3.806 3.770
982.0 3.806 3.770
980.9 3.827 3.791
980.7 3.827 3.791
975.0 3.884 3.847
974.2 3.899 3.862
971.7 3.930 3.893
971.3 4.057 4.018
971.1 4.197 4.157
970.5 4.198 4.158
969.9 4.246 4.206
969.0 4.482 4.439
967.8 4.887 4.841
967.7 4.887 4.841
965.9 4.888 4.842
965.0 5.028 4.980
963.4 5.029 4.981
962.9 5.029 4.981
961.8 5.029 4.981
961.4 5.029 4.981
959.3 5.054 5.006
958.4 5.250 5.200
957.9 5.265 5.215
955.1 5.858 5.802
953.2 5.954 5.897
953.1 6.034 5.977
950.8 6.035 5.978
950.6 6.035 5.978
950.4 6.035 5.978
949.2 6.035 5.978
948.7 6.036 5.979
948.4 6.036 5.979
945.2 6.036 5.979
945.0 6.057 5.999
944.5 6.431 6.370
943.3 6.481 6.419
942.8 6.687 6.623
942.4 7.036 6.969
940.8 7.037 6.970
938.8 28.587 28.315
938.5 28.644 28.372
936.7 29.874 29.590
Primal Integral: 0.5206878411
