12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R210
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 990.550
BKS: 900.5
Optimal: 1
Tue 11 Jan 2022 12:32:21 AM CST
timestamp: 1641832341
Solution value, local machine time, standardized time
990.0 6.541 6.479
989.3 6.542 6.480
983.5 6.542 6.480
982.8 6.542 6.480
982.5 6.546 6.484
974.7 6.575 6.513
974.6 6.576 6.514
971.4 6.577 6.515
971.0 6.577 6.515
969.8 6.580 6.517
969.6 6.581 6.518
968.2 6.687 6.623
962.3 6.700 6.636
961.5 6.701 6.637
957.8 6.702 6.638
955.4 6.703 6.639
953.6 6.764 6.700
953.4 6.832 6.767
952.4 6.833 6.768
951.8 6.833 6.768
942.6 6.867 6.802
941.9 7.094 7.027
941.0 7.126 7.058
940.7 7.164 7.096
940.4 7.185 7.117
939.2 7.211 7.142
934.5 7.227 7.158
934.2 7.390 7.320
933.8 8.003 7.927
933.1 8.070 7.993
932.3 8.070 7.993
932.0 8.084 8.007
930.9 8.084 8.007
925.4 8.087 8.010
924.2 8.198 8.120
922.7 8.207 8.129
920.2 8.217 8.139
919.6 8.217 8.139
919.4 8.218 8.140
918.4 8.248 8.170
918.3 8.253 8.175
918.0 8.254 8.176
916.7 8.517 8.436
915.2 8.544 8.463
914.3 8.545 8.464
914.0 8.789 8.706
913.9 8.944 8.859
912.5 9.001 8.915
912.3 10.000 9.905
911.8 10.000 9.905
909.4 10.110 10.014
908.4 10.111 10.015
906.0 10.147 10.051
903.7 10.874 10.771
900.5 10.874 10.771
Primal Integral: 0.0419182460
