12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R101
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1801.470
BKS: 1637.7
Optimal: 1
Tue 11 Jan 2022 12:31:59 AM CST
timestamp: 1641832319
Solution value, local machine time, standardized time
1800.3 0.004 0.004
1799.0 0.005 0.005
1788.9 0.005 0.005
1788.4 0.005 0.005
1779.6 0.005 0.005
1779.5 0.005 0.005
1768.4 0.005 0.005
1761.9 0.005 0.005
1756.2 0.005 0.005
1753.4 0.005 0.005
1752.1 0.005 0.005
1750.4 0.005 0.005
1746.6 0.006 0.006
1743.8 0.006 0.006
1738.8 0.006 0.006
1736.2 0.006 0.006
1730.5 0.006 0.006
1729.5 0.006 0.006
1724.5 0.006 0.006
1722.9 0.007 0.007
1722.5 0.007 0.007
1719.0 0.007 0.007
1718.5 0.010 0.010
1717.4 0.010 0.010
1716.6 0.011 0.011
1708.4 0.011 0.011
1708.3 0.012 0.012
1703.9 0.844 0.836
1701.9 0.844 0.836
1701.6 0.845 0.837
1700.5 0.845 0.837
1700.0 0.845 0.837
1697.1 0.845 0.837
1688.8 0.846 0.838
1687.2 0.846 0.838
1686.6 0.848 0.840
1686.1 0.849 0.841
1681.5 0.850 0.842
1680.6 0.856 0.848
1679.3 0.856 0.848
1677.7 0.856 0.848
1676.6 0.856 0.848
1675.7 0.856 0.848
1675.2 0.856 0.848
1672.5 0.857 0.849
1669.5 0.857 0.849
1662.8 0.859 0.851
1661.8 0.875 0.867
1660.2 0.876 0.868
1657.5 0.876 0.868
1654.5 0.877 0.869
1649.9 0.879 0.871
1649.6 0.879 0.871
1649.0 1.109 1.098
1648.8 1.120 1.109
1648.5 1.160 1.149
Primal Integral: 0.6612121736
