12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R102
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1613.260
BKS: 1466.6
Optimal: 1
Tue 11 Jan 2022 12:32:00 AM CST
timestamp: 1641832320
Solution value, local machine time, standardized time
1611.7 0.004 0.004
1610.6 0.004 0.004
1602.5 0.004 0.004
1601.3 0.004 0.004
1600.2 0.004 0.004
1591.4 0.004 0.004
1591.0 0.005 0.005
1590.0 0.005 0.005
1588.5 0.005 0.005
1586.6 0.005 0.005
1585.6 0.005 0.005
1578.9 0.005 0.005
1576.9 0.005 0.005
1573.4 0.005 0.005
1570.2 0.005 0.005
1569.5 0.005 0.005
1567.1 0.005 0.005
1563.8 0.005 0.005
1563.5 0.005 0.005
1561.0 0.006 0.006
1551.3 0.006 0.006
1550.8 0.006 0.006
1548.7 0.006 0.006
1546.6 0.006 0.006
1543.6 0.006 0.006
1535.1 0.006 0.006
1534.5 0.006 0.006
1532.3 0.006 0.006
1527.7 0.006 0.006
1524.5 0.006 0.006
1520.5 0.006 0.006
1520.4 0.006 0.006
1515.1 0.007 0.007
1510.6 0.007 0.007
1509.7 0.007 0.007
1507.9 0.007 0.007
1506.1 0.007 0.007
1500.7 0.007 0.007
1497.1 0.007 0.007
1496.4 0.007 0.007
1496.3 0.008 0.008
1496.0 0.010 0.010
1495.8 0.011 0.011
1495.7 0.012 0.012
1494.3 0.014 0.014
1491.8 0.822 0.814
1491.7 0.823 0.815
1491.6 0.823 0.815
1490.4 0.823 0.815
1489.9 0.823 0.815
1481.5 0.823 0.815
1481.0 1.093 1.083
1480.1 1.235 1.223
1478.1 7.686 7.613
1476.9 7.686 7.613
1472.3 7.691 7.618
1467.7 7.744 7.670
1467.6 8.361 8.282
Primal Integral: 0.0722861130
