12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1358.060
BKS: 1234.6
Optimal: 1
Tue 11 Jan 2022 12:32:04 AM CST
timestamp: 1641832324
Solution value, local machine time, standardized time
1354.5 0.031 0.031
1354.4 0.031 0.031
1351.3 0.031 0.031
1350.7 0.031 0.031
1349.1 0.031 0.031
1348.3 0.031 0.031
1346.6 0.031 0.031
1345.1 0.031 0.031
1340.4 0.031 0.031
1335.9 0.031 0.031
1335.2 0.031 0.031
1333.5 0.031 0.031
1325.1 0.032 0.032
1320.5 0.032 0.032
1317.5 0.032 0.032
1317.4 0.032 0.032
1316.2 0.032 0.032
1315.7 0.032 0.032
1313.6 0.032 0.032
1310.9 0.032 0.032
1299.0 0.033 0.033
1297.4 0.034 0.034
1291.5 0.034 0.034
1289.4 0.034 0.034
1287.8 0.035 0.035
1287.1 0.036 0.036
1287.0 0.039 0.039
1285.2 1.822 1.805
1284.1 1.896 1.878
1282.7 1.896 1.878
1280.6 1.911 1.893
1278.6 1.911 1.893
1278.3 1.911 1.893
1275.3 1.911 1.893
1275.2 1.959 1.940
1274.3 1.960 1.941
1274.1 1.960 1.941
1270.4 1.963 1.944
1267.5 1.963 1.944
1265.6 1.964 1.945
1264.6 2.069 2.049
1264.4 2.070 2.050
1264.2 2.086 2.066
1263.0 2.086 2.066
1262.9 2.086 2.066
1262.4 2.086 2.066
1260.9 2.086 2.066
1260.6 2.162 2.141
1260.5 2.165 2.144
1259.0 2.165 2.144
1258.5 2.165 2.144
1258.2 2.183 2.162
1257.5 2.184 2.163
1257.4 2.184 2.163
1254.9 2.185 2.164
1253.7 2.227 2.206
1253.4 2.283 2.261
1252.4 2.294 2.272
1252.1 2.298 2.276
1251.4 2.428 2.405
1250.9 2.852 2.825
1249.5 3.440 3.407
1246.4 3.448 3.415
1238.9 3.457 3.424
1236.7 4.024 3.986
1234.6 91.572 90.702
Primal Integral: 0.0141915357
