12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R202
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1132.560
BKS: 1029.6
Optimal: 1
Tue 11 Jan 2022 12:32:13 AM CST
timestamp: 1641832333
Solution value, local machine time, standardized time
1132.4 6.896 6.830
1131.6 6.896 6.830
1127.5 6.896 6.830
1127.3 6.896 6.830
1125.6 6.896 6.830
1125.5 6.896 6.830
1125.4 6.897 6.831
1116.9 6.897 6.831
1116.8 6.897 6.831
1113.6 6.899 6.833
1113.1 6.900 6.834
1113.0 6.905 6.839
1112.6 7.013 6.946
1108.3 7.016 6.949
1108.1 7.016 6.949
1104.2 7.096 7.029
1103.8 7.104 7.037
1099.8 7.189 7.121
1099.5 7.190 7.122
1099.4 7.190 7.122
1096.4 7.203 7.135
1094.4 7.203 7.135
1094.0 7.208 7.140
1092.4 7.212 7.143
1090.4 7.212 7.143
1090.1 7.275 7.206
1088.8 7.275 7.206
1088.2 7.299 7.230
1083.5 7.302 7.233
1083.4 7.303 7.234
1080.9 7.303 7.234
1079.6 7.303 7.234
1077.8 7.303 7.234
1075.8 7.304 7.235
1074.4 7.479 7.408
1071.2 7.520 7.449
1069.5 7.520 7.449
1069.0 7.538 7.466
1067.3 7.609 7.537
1066.8 7.609 7.537
1065.3 7.649 7.576
1064.8 7.649 7.576
1064.5 7.946 7.871
1062.4 8.062 7.985
1058.9 8.063 7.986
1057.0 8.063 7.986
1053.0 8.063 7.986
1049.9 8.063 7.986
1040.0 8.067 7.990
1038.6 8.094 8.017
1034.2 8.097 8.020
1032.5 8.098 8.021
1031.7 9.212 9.124
1031.4 9.213 9.125
1030.7 9.213 9.125
1030.4 96.358 95.443
1029.9 96.372 95.456
1029.6 96.372 95.456
Primal Integral: 0.0464582146
