12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R111
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1153.570
BKS: 1048.7
Optimal: 1
Tue 11 Jan 2022 12:32:10 AM CST
timestamp: 1641832330
Solution value, local machine time, standardized time
1151.3 0.247 0.245
1150.6 0.247 0.245
1150.3 0.247 0.245
1149.6 0.247 0.245
1144.9 0.247 0.245
1143.3 0.247 0.245
1142.3 0.248 0.246
1139.5 0.248 0.246
1138.6 2.450 2.427
1137.7 2.450 2.427
1133.8 2.450 2.427
1133.5 2.451 2.428
1131.5 2.451 2.428
1131.2 2.452 2.429
1131.1 2.454 2.431
1130.8 2.456 2.433
1130.7 2.470 2.447
1129.5 2.470 2.447
1129.4 2.470 2.447
1127.7 2.471 2.448
1127.3 2.471 2.448
1126.7 2.471 2.448
1125.0 2.471 2.448
1124.2 2.471 2.448
1122.6 2.471 2.448
1118.7 2.471 2.448
1117.7 2.471 2.448
1116.0 2.482 2.458
1115.8 2.483 2.459
1111.8 2.554 2.530
1111.5 2.554 2.530
1108.9 2.554 2.530
1106.8 2.554 2.530
1106.3 2.554 2.530
1105.0 2.578 2.554
1102.3 2.594 2.569
1098.5 2.594 2.569
1096.9 2.594 2.569
1094.8 2.600 2.575
1094.3 2.604 2.579
1092.5 2.643 2.618
1092.0 2.643 2.618
1091.5 2.643 2.618
1090.5 2.644 2.619
1087.6 2.644 2.619
1084.4 2.654 2.629
1082.1 2.737 2.711
1079.2 2.737 2.711
1079.1 2.750 2.724
1076.8 2.787 2.761
1075.7 2.787 2.761
1073.9 2.787 2.761
1072.5 2.870 2.843
1072.4 2.958 2.930
1071.7 3.012 2.983
1069.9 3.031 3.002
1067.2 3.038 3.009
1066.9 3.381 3.349
1066.4 3.431 3.398
1061.8 3.485 3.452
1056.5 3.485 3.452
1054.1 6.545 6.483
1053.8 7.608 7.536
1051.7 7.864 7.789
1049.6 7.969 7.893
1049.0 25.200 24.961
1048.7 32.184 31.878
Primal Integral: 0.0160470556
