12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R107
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1171.060
BKS: 1064.6
Optimal: 1
Tue 11 Jan 2022 12:32:06 AM CST
timestamp: 1641832326
Solution value, local machine time, standardized time
1170.3 0.005 0.005
1167.0 0.006 0.006
1166.5 0.006 0.006
1166.4 0.006 0.006
1163.4 0.006 0.006
1162.8 0.006 0.006
1162.4 0.006 0.006
1161.8 0.006 0.006
1161.3 0.006 0.006
1161.2 0.007 0.007
1160.7 0.007 0.007
1159.7 0.007 0.007
1158.5 0.007 0.007
1156.0 0.009 0.009
1153.9 0.009 0.009
1153.1 1.992 1.973
1151.0 1.993 1.974
1149.7 1.993 1.974
1149.6 2.042 2.023
1145.8 2.044 2.025
1145.0 2.044 2.025
1144.0 2.044 2.025
1135.6 2.044 2.025
1133.7 2.044 2.025
1132.6 2.048 2.029
1126.3 2.087 2.067
1119.0 2.145 2.125
1112.9 2.200 2.179
1112.8 2.270 2.248
1110.7 2.311 2.289
1110.6 2.326 2.304
1109.5 2.326 2.304
1105.5 2.330 2.308
1102.3 2.375 2.352
1100.3 2.406 2.383
1099.9 2.580 2.555
1099.7 3.286 3.255
1099.1 4.177 4.137
1097.4 4.189 4.149
1095.6 4.233 4.193
1094.4 4.233 4.193
1092.7 4.233 4.193
1091.6 4.234 4.194
1091.5 4.234 4.194
1089.0 4.234 4.194
1086.8 4.234 4.194
1080.3 4.235 4.195
1080.2 4.236 4.196
1079.5 4.248 4.208
1078.2 4.461 4.419
1075.9 4.467 4.425
1075.4 4.467 4.425
1074.9 4.467 4.425
1074.6 4.476 4.433
1073.7 4.476 4.433
1073.4 4.477 4.434
1071.1 4.477 4.434
1068.3 4.477 4.434
1066.0 26.837 26.582
1065.6 26.853 26.598
Primal Integral: 0.1107285470
