12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R208
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 771.100
BKS: 701.0
Optimal: 1
Tue 11 Jan 2022 12:32:19 AM CST
timestamp: 1641832339
Solution value, local machine time, standardized time
769.7 0.012 0.012
769.0 0.012 0.012
766.9 0.012 0.012
765.3 0.012 0.012
759.2 0.012 0.012
758.5 0.012 0.012
757.6 0.013 0.013
755.5 0.013 0.013
754.7 0.013 0.013
754.0 0.013 0.013
752.8 0.013 0.013
749.8 0.013 0.013
748.6 0.014 0.014
744.8 0.014 0.014
741.4 0.339 0.336
740.5 0.339 0.336
740.2 0.340 0.337
738.2 0.504 0.499
738.0 0.504 0.499
736.5 0.505 0.500
736.3 0.505 0.500
735.6 0.505 0.500
735.2 0.505 0.500
733.1 0.505 0.500
732.6 0.509 0.504
732.4 0.509 0.504
732.1 0.552 0.547
731.7 0.562 0.557
731.0 0.562 0.557
730.3 0.562 0.557
728.3 0.562 0.557
727.9 0.562 0.557
726.7 0.566 0.561
726.4 0.566 0.561
724.7 0.566 0.561
722.4 0.567 0.562
718.6 0.567 0.562
716.8 0.774 0.767
714.9 0.774 0.767
714.7 0.774 0.767
712.1 0.777 0.770
709.9 0.936 0.927
709.8 0.952 0.943
708.1 1.026 1.016
706.9 1.028 1.018
705.2 1.064 1.054
704.7 1.287 1.275
703.9 1.287 1.275
703.8 1.294 1.282
703.3 1.301 1.289
702.8 1.329 1.316
702.5 2.900 2.872
702.2 277.959 275.318
701.2 277.975 275.334
701.0 279.310 276.657
Primal Integral: 0.0350757569
