12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_8_6
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 12447.930
BKS: 11316.3
Optimal: 0
Thu 10 Feb 2022 05:02:43 AM CST
timestamp: 1644440563
Solution value, local machine time, standardized time
12442.9 1.405 1.392
12441.1 1.408 1.395
12440.5 1.426 1.412
12438.7 1.441 1.427
12438.6 1.443 1.429
12437.9 1.479 1.465
12434.4 1.489 1.475
12429.1 1.501 1.487
12423.8 1.526 1.512
12316.8 1.613 1.598
12315.0 1.701 1.685
12314.9 1.704 1.688
12313.9 1.721 1.705
12312.4 1.743 1.726
12311.2 1.752 1.735
12305.0 1.766 1.749
12297.7 1.812 1.795
12294.4 1.816 1.799
12293.7 1.817 1.800
12279.6 1.820 1.803
12277.5 1.823 1.806
12271.8 1.875 1.857
12258.6 1.879 1.861
12254.4 1.899 1.881
12253.7 1.991 1.972
12219.4 2.019 2.000
12209.9 2.021 2.002
12207.2 2.126 2.106
12202.8 2.141 2.121
12162.3 2.143 2.123
12157.4 2.174 2.153
12156.7 2.264 2.242
12155.0 2.348 2.326
12153.3 2.366 2.344
12152.7 2.461 2.438
12150.2 2.653 2.628
12099.1 2.722 2.696
12090.1 2.723 2.697
12089.6 2.937 2.909
12088.6 2.955 2.927
12087.7 2.966 2.938
12086.8 2.997 2.969
12085.9 3.289 3.258
12082.8 4.298 4.257
12074.7 4.300 4.259
12072.5 4.322 4.281
12071.2 4.323 4.282
12068.1 4.390 4.348
12067.9 4.400 4.358
12060.5 4.655 4.611
12059.6 4.703 4.658
12059.0 4.836 4.790
12051.8 4.840 4.794
12051.7 5.212 5.162
12050.8 5.317 5.266
11989.3 87.713 86.880
11984.9 87.715 86.882
11984.0 87.716 86.883
11977.2 88.184 87.346
11964.6 88.186 87.348
11947.7 88.192 87.354
11941.3 88.223 87.385
11940.5 88.241 87.403
11940.3 88.243 87.405
11914.0 88.997 88.152
11913.3 88.999 88.154
11911.1 89.643 88.791
11907.3 89.645 88.793
11900.6 89.722 88.870
11878.2 89.839 88.986
11870.9 89.842 88.989
11846.4 89.845 88.991
11835.8 89.874 89.020
11833.9 90.009 89.154
11819.9 90.019 89.164
11818.5 90.034 89.179
11807.3 90.997 90.133
11807.1 91.020 90.155
11803.6 91.153 90.287
11803.4 91.177 90.311
11793.4 91.274 90.407
11787.7 91.284 90.417
11778.2 91.287 90.420
11747.2 91.297 90.430
11740.7 91.479 90.610
11730.7 91.484 90.615
11714.9 91.486 90.617
11713.4 91.940 91.067
11713.1 91.946 91.073
11707.5 91.950 91.076
11704.3 91.956 91.082
11687.5 91.962 91.088
11682.8 92.167 91.291
11681.4 92.200 91.324
11678.9 93.078 92.194
11676.4 93.087 92.203
11674.3 93.977 93.084
11670.8 93.987 93.094
11657.6 94.038 93.145
11646.8 94.042 93.149
11643.6 95.017 94.114
11642.9 95.020 94.117
11637.9 95.648 94.739
11633.3 96.427 95.511
11632.0 96.439 95.523
11631.5 97.152 96.229
11631.4 97.365 96.440
11629.7 97.371 96.446
11626.9 97.383 96.458
11626.1 97.404 96.479
11625.6 97.405 96.480
11623.9 97.523 96.597
11623.5 97.538 96.611
11599.1 97.541 96.614
11588.8 98.212 97.279
11586.9 99.634 98.687
11558.8 99.792 98.844
11557.3 99.922 98.973
11557.0 99.937 98.988
11556.2 99.943 98.994
11551.6 100.179 99.227
11545.2 100.803 99.845
11543.7 100.952 99.993
11543.4 100.955 99.996
11541.8 100.959 100.000
11541.2 100.962 100.003
11541.0 100.971 100.012
11540.4 101.272 100.310
11535.8 101.283 100.321
11534.0 101.603 100.638
11532.5 101.785 100.818
