12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC1_2_9
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 3380.630
BKS: 3073.3
Optimal: 0
Thu 10 Feb 2022 10:56:14 AM CST
timestamp: 1644461774
Solution value, local machine time, standardized time
3353.2 0.061 0.060
3348.5 0.061 0.060
3345.0 0.064 0.063
3293.6 0.064 0.063
3277.8 0.064 0.063
3233.8 0.066 0.065
3227.6 0.068 0.067
3226.1 0.070 0.069
3217.0 0.076 0.075
3216.6 0.078 0.077
3214.5 0.086 0.085
3214.3 0.120 0.119
3210.5 0.122 0.121
3199.5 0.123 0.122
3196.8 0.194 0.192
3194.7 0.195 0.193
3194.5 0.203 0.201
3194.3 0.221 0.219
3192.9 0.242 0.240
3188.7 0.249 0.247
3187.3 0.265 0.262
3174.8 0.269 0.266
3172.3 0.297 0.294
3165.6 0.315 0.312
3165.2 0.324 0.321
3163.8 0.325 0.322
3159.8 0.339 0.336
3157.1 0.353 0.350
3156.3 0.417 0.413
3148.6 0.428 0.424
3140.9 0.429 0.425
3140.5 0.663 0.657
3140.4 0.803 0.795
3138.8 0.906 0.897
3137.4 0.976 0.967
3135.9 0.993 0.984
3135.8 1.019 1.009
3135.5 1.126 1.115
3134.0 1.179 1.168
3129.1 2.154 2.134
3127.4 2.354 2.332
3126.5 2.607 2.582
3125.1 2.624 2.599
3124.1 2.640 2.615
3113.0 2.785 2.759
3112.4 2.985 2.957
3112.1 3.254 3.223
3109.3 6.609 6.546
3105.8 6.744 6.680
3105.7 6.946 6.880
3105.4 16.644 16.486
3104.8 17.295 17.131
3104.4 18.297 18.123
3099.0 18.316 18.142
3097.0 18.782 18.604
3096.2 19.153 18.971
3094.6 19.181 18.999
3094.4 20.769 20.572
3092.4 23.255 23.034
3092.1 24.117 23.888
3091.1 24.738 24.503
3086.3 25.131 24.892
3085.6 30.139 29.853
3085.5 34.294 33.968
3085.2 43.834 43.418
3084.1 175.922 174.251
3081.7 176.396 174.720
3081.5 177.988 176.297
3077.6 177.999 176.308
3077.2 188.312 186.523
3077.0 188.824 187.030
3076.1 208.256 206.278
3075.8 210.183 208.186
3074.9 214.995 212.953
