12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R105
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1490.830
BKS: 1355.3
Optimal: 1
Thu 13 Jan 2022 12:24:47 AM CST
timestamp: 1642004687
Solution value, local machine time, standardized time
1483.8 0.010 0.010
1481.3 0.010 0.010
1469.5 0.011 0.011
1469.3 0.011 0.011
1467.9 0.011 0.011
1464.5 0.011 0.011
1464.2 0.011 0.011
1462.9 0.012 0.012
1460.1 0.012 0.012
1456.2 0.012 0.012
1451.2 0.012 0.012
1447.5 0.012 0.012
1443.5 0.012 0.012
1442.8 0.013 0.013
1439.9 0.013 0.013
1434.8 0.013 0.013
1433.8 0.013 0.013
1432.0 0.015 0.015
1426.7 0.016 0.016
1426.3 0.016 0.016
1425.6 0.016 0.016
1422.4 0.016 0.016
1420.9 0.016 0.016
1420.2 0.016 0.016
1419.1 0.016 0.016
1418.1 0.017 0.017
1416.6 0.018 0.018
1415.5 0.018 0.018
1414.0 0.019 0.019
1410.9 0.023 0.023
1410.2 0.024 0.024
1407.4 0.024 0.024
1401.0 0.024 0.024
1400.7 0.024 0.024
1398.3 0.027 0.027
1392.8 0.027 0.027
1391.7 0.027 0.027
1391.4 0.030 0.030
1390.0 0.032 0.032
1385.8 0.044 0.044
1384.4 0.044 0.044
1379.7 0.051 0.051
1375.8 0.095 0.094
1375.6 0.103 0.102
1373.1 0.187 0.185
1370.7 0.206 0.204
1369.0 0.206 0.204
1368.4 0.209 0.207
1366.8 0.253 0.251
1366.2 0.285 0.282
1364.9 0.326 0.323
1362.9 0.326 0.323
1362.5 0.328 0.325
1360.0 147.053 145.656
Primal Integral: 0.3619452602
