12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R210
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 990.550
BKS: 900.5
Optimal: 1
Thu 13 Jan 2022 12:25:04 AM CST
timestamp: 1642004704
Solution value, local machine time, standardized time
990.1 0.007 0.007
988.9 0.007 0.007
987.8 0.011 0.011
986.5 0.011 0.011
986.2 0.012 0.012
986.1 0.012 0.012
985.8 0.012 0.012
985.2 0.013 0.013
983.5 0.013 0.013
982.9 0.013 0.013
982.7 0.013 0.013
979.1 0.022 0.022
975.4 0.022 0.022
975.2 0.045 0.045
971.0 0.045 0.045
967.9 0.047 0.047
966.8 0.057 0.056
966.2 0.057 0.056
963.5 0.057 0.056
960.5 0.057 0.056
960.4 0.060 0.059
960.2 0.060 0.059
959.1 0.060 0.059
958.8 0.061 0.060
956.1 0.086 0.085
955.3 0.087 0.086
953.7 0.087 0.086
952.9 0.103 0.102
950.9 0.117 0.116
950.8 0.117 0.116
950.0 0.118 0.117
949.3 0.119 0.118
948.3 0.120 0.119
947.5 0.163 0.161
945.9 0.169 0.167
944.0 0.169 0.167
943.1 0.169 0.167
938.7 0.169 0.167
938.6 0.169 0.167
937.4 0.172 0.170
936.8 0.173 0.171
932.1 0.235 0.233
931.3 0.235 0.233
929.7 0.235 0.233
928.4 0.532 0.527
927.0 0.545 0.540
925.6 0.555 0.550
920.8 0.556 0.551
919.4 0.572 0.567
917.1 0.572 0.567
916.9 0.909 0.900
913.8 41.067 40.677
913.7 41.374 40.981
912.6 41.374 40.981
911.6 41.375 40.982
910.9 41.375 40.982
910.1 52.661 52.161
Primal Integral: 1.0845546394
