12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC104
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1245.530
BKS: 1132.3
Optimal: 1
Thu 13 Jan 2022 12:25:09 AM CST
timestamp: 1642004709
Solution value, local machine time, standardized time
1244.2 0.030 0.030
1243.8 0.031 0.031
1243.7 0.031 0.031
1243.0 0.033 0.033
1242.2 0.034 0.034
1240.7 0.034 0.034
1235.0 0.034 0.034
1230.2 0.034 0.034
1229.6 0.034 0.034
1229.5 0.034 0.034
1228.4 0.035 0.035
1228.2 0.035 0.035
1228.0 0.035 0.035
1227.5 0.035 0.035
1225.3 0.035 0.035
1220.1 0.038 0.038
1219.5 0.038 0.038
1218.1 0.038 0.038
1217.9 0.038 0.038
1217.7 0.039 0.039
1216.7 0.041 0.041
1214.3 0.041 0.041
1213.7 0.042 0.042
1213.2 0.044 0.044
1209.5 0.044 0.044
1207.6 0.044 0.044
1207.4 0.055 0.054
1206.2 0.056 0.055
1206.0 0.056 0.055
1205.9 0.057 0.056
1204.6 0.078 0.077
1202.8 0.082 0.081
1194.8 0.092 0.091
1190.6 0.098 0.097
1188.2 0.098 0.097
1186.2 0.098 0.097
1183.9 0.121 0.120
1183.7 0.121 0.120
1181.0 0.167 0.165
1179.1 0.167 0.165
1178.8 0.167 0.165
1175.2 0.170 0.168
1173.9 0.171 0.169
1169.9 0.171 0.169
1169.6 0.181 0.179
1169.4 0.241 0.239
1168.5 0.254 0.252
1168.2 0.255 0.253
1164.3 0.315 0.312
1164.0 0.315 0.312
1160.8 0.316 0.313
1160.1 0.317 0.314
1157.5 0.317 0.314
1157.0 0.318 0.315
1156.5 0.318 0.315
1156.4 0.321 0.318
1155.8 0.321 0.318
1155.5 0.321 0.318
1149.9 0.324 0.321
1149.3 0.332 0.329
1147.5 0.363 0.360
1147.4 0.371 0.367
1147.1 0.371 0.367
1146.0 0.372 0.368
1145.8 0.388 0.384
1145.5 0.403 0.399
1144.6 0.409 0.405
1144.4 0.409 0.405
1144.3 0.418 0.414
1143.7 0.419 0.415
1142.7 5.610 5.557
1141.4 5.705 5.651
1141.2 5.705 5.651
1137.2 5.706 5.652
1136.7 6.012 5.955
1135.9 6.016 5.959
1135.7 6.062 6.004
1135.4 6.067 6.009
1133.0 6.088 6.030
1132.3 6.177 6.118
Primal Integral: 0.0039532957
