12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R107
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1171.060
BKS: 1064.6
Optimal: 1
Thu 13 Jan 2022 12:24:49 AM CST
timestamp: 1642004689
Solution value, local machine time, standardized time
1167.5 0.014 0.014
1167.1 0.014 0.014
1163.9 0.014 0.014
1161.6 0.014 0.014
1158.1 0.014 0.014
1156.8 0.014 0.014
1155.1 0.014 0.014
1154.2 0.014 0.014
1153.0 0.015 0.015
1150.2 0.016 0.016
1142.3 0.025 0.025
1142.1 0.025 0.025
1138.4 0.028 0.028
1134.7 0.029 0.029
1133.1 0.029 0.029
1122.8 0.029 0.029
1120.8 0.029 0.029
1116.0 0.029 0.029
1113.8 0.031 0.031
1111.3 0.031 0.031
1109.2 0.035 0.035
1103.1 0.036 0.036
1101.2 0.037 0.037
1101.0 0.038 0.038
1096.7 0.038 0.038
1096.4 0.038 0.038
1094.8 0.042 0.042
1093.7 0.046 0.046
1093.6 0.046 0.046
1093.1 0.079 0.078
1092.8 0.079 0.078
1092.7 0.118 0.117
1091.6 0.118 0.117
1090.7 0.118 0.117
1090.1 0.118 0.117
1084.4 0.126 0.125
1077.8 0.126 0.125
1077.5 0.126 0.125
1077.0 0.126 0.125
1076.7 0.138 0.137
1076.0 0.138 0.137
1075.1 0.152 0.151
1074.9 0.154 0.153
1074.6 0.195 0.193
1073.2 3.854 3.817
1072.8 4.200 4.160
1071.9 4.270 4.229
1071.0 4.271 4.230
1070.8 4.308 4.267
1070.6 4.308 4.267
1069.7 4.308 4.267
1067.9 4.393 4.351
1066.8 4.393 4.351
1065.6 4.418 4.376
1064.6 10.932 10.828
Primal Integral: 0.0027819911
