12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R110
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1174.800
BKS: 1068.0
Optimal: 1
Thu 13 Jan 2022 12:24:52 AM CST
timestamp: 1642004692
Solution value, local machine time, standardized time
1167.7 0.016 0.016
1166.6 0.016 0.016
1161.8 0.016 0.016
1158.8 0.017 0.017
1158.0 0.017 0.017
1156.6 0.017 0.017
1156.2 0.017 0.017
1155.2 0.017 0.017
1152.0 0.017 0.017
1151.4 0.017 0.017
1138.8 0.018 0.018
1135.6 0.018 0.018
1132.7 0.018 0.018
1128.2 0.018 0.018
1126.9 0.019 0.019
1120.2 0.019 0.019
1118.4 0.019 0.019
1117.9 0.024 0.024
1117.8 0.024 0.024
1117.3 0.024 0.024
1116.8 0.025 0.025
1116.2 0.025 0.025
1116.1 0.025 0.025
1116.0 0.025 0.025
1112.9 0.025 0.025
1112.6 0.025 0.025
1112.1 0.025 0.025
1111.8 0.044 0.044
1110.9 0.068 0.067
1109.0 0.068 0.067
1108.7 0.076 0.075
1104.1 0.083 0.082
1101.3 0.083 0.082
1100.6 0.083 0.082
1100.5 0.131 0.130
1098.5 0.131 0.130
1095.9 0.131 0.130
1094.9 0.153 0.152
1094.7 0.170 0.168
1094.1 0.171 0.169
1093.3 0.814 0.806
1091.5 0.831 0.823
1091.0 0.962 0.953
1090.0 1.293 1.281
1088.9 1.306 1.294
1088.1 1.532 1.517
1087.8 2.388 2.365
1085.7 2.400 2.377
1085.4 2.998 2.970
1084.6 3.028 2.999
1084.1 7.279 7.210
1082.6 7.427 7.356
1081.1 7.427 7.356
1080.5 7.428 7.357
Primal Integral: 1.1729364232
