12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R102
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1613.260
BKS: 1466.6
Optimal: 1
Thu 13 Jan 2022 12:24:44 AM CST
timestamp: 1642004684
Solution value, local machine time, standardized time
1597.9 0.005 0.005
1597.6 0.005 0.005
1597.3 0.005 0.005
1593.9 0.005 0.005
1593.6 0.006 0.006
1592.9 0.006 0.006
1591.9 0.006 0.006
1591.8 0.006 0.006
1591.6 0.007 0.007
1584.9 0.008 0.008
1566.7 0.012 0.012
1561.2 0.012 0.012
1558.9 0.012 0.012
1547.4 0.012 0.012
1546.3 0.013 0.013
1545.9 0.013 0.013
1545.8 0.013 0.013
1544.9 0.013 0.013
1544.7 0.015 0.015
1543.2 0.015 0.015
1538.8 0.015 0.015
1535.2 0.015 0.015
1534.7 0.015 0.015
1528.0 0.015 0.015
1524.8 0.016 0.016
1515.4 0.016 0.016
1515.2 0.016 0.016
1514.4 0.016 0.016
1507.5 0.016 0.016
1506.4 0.016 0.016
1506.3 0.017 0.017
1502.4 0.017 0.017
1502.2 0.017 0.017
1502.1 0.017 0.017
1501.7 0.018 0.018
1501.4 0.018 0.018
1500.3 0.019 0.019
1498.6 0.020 0.020
1497.3 0.024 0.024
1496.5 0.027 0.027
1496.2 0.028 0.028
1495.4 0.035 0.035
1494.8 0.036 0.036
1494.5 0.037 0.037
1490.0 0.037 0.037
1487.9 0.037 0.037
1486.5 0.037 0.037
1479.7 0.037 0.037
1477.7 0.037 0.037
1477.5 0.037 0.037
1475.9 0.042 0.042
1474.9 0.063 0.062
1474.3 0.083 0.082
1470.8 0.124 0.123
1469.0 0.124 0.123
1468.1 0.124 0.123
1467.6 0.124 0.123
1467.5 2.234 2.213
1466.6 2.498 2.474
Primal Integral: 0.0002116725
