12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC103
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1383.800
BKS: 1258.0
Optimal: 1
Thu 13 Jan 2022 12:25:08 AM CST
timestamp: 1642004708
Solution value, local machine time, standardized time
1374.3 0.059 0.058
1373.2 0.059 0.058
1373.0 0.059 0.058
1372.8 0.060 0.059
1365.7 0.060 0.059
1363.2 0.062 0.061
1363.1 0.063 0.062
1359.1 0.063 0.062
1358.5 0.063 0.062
1358.3 0.080 0.079
1358.0 0.081 0.080
1354.7 0.086 0.085
1353.6 0.087 0.086
1352.9 0.087 0.086
1351.4 0.087 0.086
1348.1 0.092 0.091
1332.2 0.103 0.102
1325.4 0.104 0.103
1324.4 0.104 0.103
1321.1 0.104 0.103
1316.0 0.104 0.103
1315.1 0.104 0.103
1311.6 0.187 0.185
1311.1 0.187 0.185
1310.5 0.187 0.185
1310.0 0.444 0.440
1309.8 0.454 0.450
1309.6 0.640 0.634
1309.2 0.963 0.954
1308.6 0.981 0.972
1303.8 1.087 1.077
1301.0 1.088 1.078
1299.7 1.088 1.078
1298.5 1.088 1.078
1296.2 1.090 1.080
1294.0 1.111 1.100
1293.4 1.133 1.122
1292.6 1.200 1.189
1292.2 1.220 1.208
1291.8 1.220 1.208
1291.0 1.221 1.209
1290.1 1.465 1.451
1287.5 1.465 1.451
1286.3 1.504 1.490
1276.7 1.517 1.503
1276.5 1.518 1.504
1275.4 1.518 1.504
1274.7 1.518 1.504
1274.3 2.115 2.095
1271.9 2.874 2.847
1271.3 2.889 2.862
1270.9 3.460 3.427
1270.2 8.522 8.441
1270.1 8.522 8.441
1268.5 8.522 8.441
1268.2 8.522 8.441
1267.6 8.522 8.441
1267.3 8.550 8.469
1267.2 8.648 8.566
1265.9 8.888 8.804
1265.7 9.178 9.091
1265.0 9.255 9.167
1264.8 9.314 9.226
1263.1 9.461 9.371
1260.5 9.461 9.371
1258.8 9.968 9.873
1258.2 10.369 10.270
1258.0 75.994 75.272
Primal Integral: 0.0085462860
