12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: R1_4_10
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 8895.040
BKS: 8086.4
Optimal: 0
Thu 10 Feb 2022 04:31:45 AM EST
timestamp: 1644485505
Solution value, local machine time, standardized time
8884.3 0.078 0.086
8871.6 0.079 0.087
8849.1 0.083 0.091
8825.3 0.085 0.094
8823.1 0.091 0.100
8789.8 0.095 0.105
8786.0 0.103 0.114
8769.3 0.106 0.117
8746.2 0.107 0.118
8735.9 0.108 0.119
8723.8 0.113 0.125
8721.7 0.118 0.130
8718.1 0.122 0.134
8703.2 0.145 0.160
8692.3 0.153 0.169
8687.0 0.164 0.181
8686.4 0.175 0.193
8673.9 0.182 0.201
8668.4 0.188 0.207
8658.1 0.203 0.224
8642.8 0.209 0.230
8631.4 0.216 0.238
8628.0 0.218 0.240
8607.4 0.236 0.260
8600.0 0.246 0.271
8593.3 0.252 0.278
8592.2 0.254 0.280
8581.6 0.278 0.306
8578.2 0.313 0.345
8576.5 0.333 0.367
8570.6 0.384 0.423
8558.5 0.385 0.424
8556.4 0.393 0.433
8545.9 0.419 0.462
8539.7 0.423 0.466
8539.6 0.441 0.486
8537.9 0.485 0.534
8536.6 0.487 0.537
8536.5 0.495 0.545
8536.0 0.555 0.612
8533.5 0.579 0.638
8524.9 0.588 0.648
8521.0 0.589 0.649
8493.0 0.627 0.691
8485.1 0.636 0.701
8482.5 0.638 0.703
8477.8 0.665 0.733
8477.6 0.686 0.756
8475.4 0.750 0.827
8462.0 0.757 0.834
8456.7 0.758 0.835
8453.6 0.762 0.840
8453.3 0.768 0.846
8445.1 0.774 0.853
8435.9 0.811 0.894
8434.1 0.876 0.965
8432.8 0.901 0.993
8427.6 0.902 0.994
8427.5 0.904 0.996
8427.3 0.942 1.038
8426.9 0.963 1.061
8425.3 1.096 1.208
8413.6 1.106 1.219
8412.9 1.110 1.223
8411.1 1.116 1.230
8411.0 1.133 1.249
8410.9 1.137 1.253
8410.8 1.407 1.551
8406.9 1.473 1.623
8400.1 1.498 1.651
8398.2 1.592 1.754
8398.0 1.608 1.772
8397.8 1.659 1.828
8395.9 1.681 1.852
8394.1 1.704 1.878
8392.9 1.813 1.998
8389.2 1.983 2.185
8387.9 2.069 2.280
8382.2 2.245 2.474
8373.2 2.251 2.481
8367.0 2.326 2.563
8365.3 2.436 2.684
8363.4 2.494 2.748
8363.1 2.664 2.936
8358.5 2.757 3.038
8355.8 2.964 3.266
8352.8 3.063 3.375
8351.0 3.081 3.395
8349.4 3.201 3.528
8348.1 3.274 3.608
8340.4 3.397 3.743
8339.2 9.537 10.510
8337.5 9.557 10.532
8335.3 9.608 10.588
8330.1 9.654 10.639
8328.1 9.712 10.703
8327.6 9.807 10.807
8325.4 9.868 10.875
8322.7 10.080 11.108
8309.5 10.389 11.449
8307.5 29.503 32.512
8306.9 29.836 32.879
8306.2 29.844 32.888
8306.1 30.575 33.694
8305.4 30.754 33.891
8304.7 31.100 34.272
8297.3 31.180 34.360
8292.7 31.310 34.504
8291.1 31.354 34.552
8282.4 32.108 35.383
8281.4 33.484 36.899
8278.3 33.513 36.931
8267.7 33.698 37.135
8265.1 33.930 37.391
8263.5 33.931 37.392
8259.5 34.101 37.579
8257.3 34.139 37.621
8255.9 35.074 38.652
8246.1 35.349 38.955
8244.3 36.479 40.200
8243.8 36.505 40.229
8241.7 37.078 40.860
8239.5 37.924 41.792
8238.7 38.153 42.045
8233.3 39.179 43.175
8226.4 41.313 45.527
8225.5 41.552 45.790
8222.5 41.663 45.913
8220.6 41.748 46.006
8211.8 41.912 46.187
8211.4 43.166 47.569
8210.0 43.858 48.332
8209.2 44.779 49.346
8207.7 44.860 49.436
8206.2 50.162 55.279
8204.2 56.043 61.759
8204.1 56.090 61.811
8197.3 56.121 61.845
8186.5 58.038 63.958
8186.2 61.585 67.867
8185.4 66.848 73.666
8184.0 66.877 73.698
8182.8 74.904 82.544
8182.7 75.939 83.685
8182.6 75.945 83.691
8180.6 114.452 126.126
8179.8 114.906 126.626
8178.2 115.039 126.773
8177.1 116.091 127.932
8175.7 138.140 152.230
8175.1 138.689 152.835
8173.2 139.367 153.582
8171.5 143.350 157.972
8169.0 143.753 158.416
8168.9 144.773 159.540
8167.9 145.912 160.795
8164.5 148.424 163.563
8164.3 151.628 167.094
8162.6 152.507 168.063
8158.3 153.062 168.674
8157.5 160.164 176.501
8156.9 160.215 176.557
8156.4 177.698 195.823
8156.0 181.740 200.277
8154.9 181.855 200.404
8154.7 182.349 200.949
8152.8 183.054 201.726
8152.1 188.274 207.478
8151.5 230.309 253.801
8149.7 275.265 303.342
8148.3 501.087 552.198
8145.7 589.938 650.112
8144.6 670.838 739.263
8143.6 670.839 739.265
8142.9 683.950 753.713
8142.8 684.475 754.291
8142.6 701.589 773.151
8137.4 737.648 812.888
8136.7 740.580 816.119
8134.2 745.458 821.495
8134.0 769.963 848.499
8133.9 2445.482 2694.921
8131.7 2446.648 2696.206
Primal Integral: 0.6632364304
