12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 20.04.3 LTS
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz
hostid: 4179100773924013267
PassMark Single Thread Benchmark: 2204
Time factor: 1.10 (baseline 2000)
Instance: C1_4_10
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3267 secs
Base solution: 7507.940
BKS: 6825.4
Optimal: 1
Wed 09 Feb 2022 10:40:11 PM EST
timestamp: 1644464411
Solution value, local machine time, standardized time
7495.9 0.089 0.098
7470.8 0.091 0.100
7380.0 0.092 0.101
7378.2 0.097 0.107
7364.8 0.098 0.108
7318.2 0.109 0.120
7313.9 0.110 0.121
7311.2 0.112 0.123
7297.8 0.113 0.125
7294.9 0.114 0.126
7282.4 0.115 0.127
7281.6 0.116 0.128
7278.1 0.121 0.133
7269.2 0.123 0.136
7263.2 0.125 0.138
7263.0 0.131 0.144
7244.2 0.138 0.152
7235.5 0.149 0.164
7230.2 0.153 0.169
7228.7 0.159 0.175
7228.1 0.165 0.182
7226.2 0.166 0.183
7223.2 0.168 0.185
7223.0 0.171 0.188
7221.1 0.178 0.196
7212.9 0.179 0.197
7202.1 0.184 0.203
7178.2 0.190 0.209
7173.8 0.195 0.215
7169.1 0.196 0.216
7168.9 0.198 0.218
7168.4 0.221 0.244
7167.9 0.231 0.255
7167.5 0.234 0.258
7139.6 0.238 0.262
7137.6 0.252 0.278
7137.4 0.256 0.282
7135.6 0.262 0.289
7133.6 0.267 0.294
7133.5 0.270 0.298
7133.2 0.301 0.332
7127.1 0.321 0.354
7123.2 0.322 0.355
7118.7 0.416 0.458
7116.1 0.428 0.472
7115.7 0.430 0.474
7114.3 0.432 0.476
7105.8 0.433 0.477
7105.6 0.436 0.480
7100.2 0.487 0.537
7076.2 0.496 0.547
7071.1 0.510 0.562
7065.6 0.586 0.646
7065.4 0.593 0.653
7053.6 0.805 0.887
7053.3 0.806 0.888
7052.3 0.814 0.897
7050.5 0.815 0.898
7050.3 0.822 0.906
7049.1 1.111 1.224
7046.6 1.360 1.499
7033.8 1.385 1.526
7029.1 1.393 1.535
7023.3 1.453 1.601
7022.7 1.478 1.629
6999.1 1.507 1.661
6994.9 1.538 1.695
6982.3 1.545 1.703
6982.1 1.613 1.778
6978.3 1.637 1.804
6977.2 1.642 1.809
6976.7 1.661 1.830
6975.4 1.686 1.858
6973.5 1.898 2.092
6973.1 2.006 2.211
6969.7 2.186 2.409
6969.5 2.322 2.559
6969.4 2.387 2.630
6966.1 3.258 3.590
6960.7 3.264 3.597
6960.0 3.285 3.620
6956.3 3.289 3.624
6956.1 3.293 3.629
6954.5 3.304 3.641
6954.3 3.345 3.686
6954.2 3.374 3.718
6934.3 3.390 3.736
6929.8 3.411 3.759
6926.8 3.421 3.770
6926.2 3.430 3.780
6904.9 3.483 3.838
6904.2 3.541 3.902
6901.9 3.888 4.285
6901.5 4.204 4.633
6899.8 4.205 4.634
6898.9 4.252 4.686
6895.9 4.518 4.979
6895.4 15.417 16.990
6894.0 15.513 17.095
6893.6 15.518 17.101
6891.6 15.857 17.474
6890.9 16.003 17.635
6888.1 16.275 17.935
6887.5 16.346 18.013
6887.1 16.652 18.351
6886.2 16.798 18.511
6882.4 17.079 18.821
6876.6 17.089 18.832
6872.0 17.622 19.419
6870.0 17.706 19.512
6868.8 17.829 19.648
6868.4 18.073 19.916
6868.2 18.075 19.919
6866.4 18.126 19.975
6866.1 18.130 19.979
6865.8 18.131 19.980
6865.0 18.380 20.255
6864.5 18.482 20.367
6863.4 18.803 20.721
6860.9 18.805 20.723
6860.7 18.859 20.783
6860.0 18.865 20.789
6854.0 19.519 21.510
6853.5 19.586 21.584
6853.3 19.737 21.750
6852.5 19.774 21.791
6852.4 20.224 22.287
6851.0 23.108 25.465
6850.8 28.303 31.190
6850.6 29.181 32.157
6848.9 179.028 197.289
6844.2 179.249 197.532
6842.3 179.372 197.668
6839.4 179.373 197.669
6837.4 179.438 197.741
6837.3 179.517 197.828
6835.5 179.518 197.829
6835.0 179.685 198.013
6834.9 179.722 198.054
6834.2 180.759 199.196
6833.7 180.982 199.442
6829.7 180.986 199.447
6828.2 181.087 199.558
6826.8 182.393 200.997
6826.3 183.083 201.757
6826.1 187.394 206.508
6825.4 228.763 252.097
Primal Integral: 0.0262771047
