12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R201
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1257.520
BKS: 1143.2
Optimal: 1
Mon 31 Jan 2022 08:11:36 PM CST
timestamp: 1643631096
Solution value, local machine time, standardized time
1255.9 0.087 0.086
1254.6 0.089 0.088
1254.2 0.089 0.088
1251.1 0.091 0.090
1249.4 0.091 0.090
1245.8 0.093 0.092
1242.4 0.104 0.103
1240.8 0.104 0.103
1238.5 0.104 0.103
1236.1 0.105 0.104
1235.4 0.105 0.104
1233.8 0.105 0.104
1232.0 0.109 0.108
1231.6 0.110 0.109
1229.3 0.118 0.117
1222.3 0.119 0.118
1220.3 0.119 0.118
1216.9 0.119 0.118
1216.8 0.119 0.118
1215.3 0.119 0.118
1210.6 0.119 0.118
1210.1 0.119 0.118
1209.7 0.119 0.118
1203.2 0.121 0.120
1199.0 0.144 0.143
1197.8 0.464 0.460
1196.9 0.470 0.466
1186.6 0.521 0.516
1186.4 0.524 0.519
1184.4 0.524 0.519
1184.3 0.524 0.519
1181.1 0.524 0.519
1178.3 0.532 0.527
1177.6 0.535 0.530
1174.2 0.619 0.613
1173.2 0.622 0.616
1172.5 0.794 0.786
1171.7 7.047 6.980
1171.2 7.605 7.533
1168.7 7.753 7.679
1164.7 8.314 8.235
1164.4 8.314 8.235
1162.9 8.315 8.236
1159.7 8.317 8.238
1159.4 8.318 8.239
1159.0 8.320 8.241
1158.1 8.320 8.241
1155.4 8.409 8.329
1151.6 8.411 8.331
1147.6 8.411 8.331
1147.5 8.411 8.331
1147.2 8.412 8.332
1146.9 10.115 10.019
1144.3 12.935 12.812
1143.2 12.938 12.815
Primal Integral: 0.0135004238
