12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R206
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 963.490
BKS: 875.9
Optimal: 1
Mon 31 Jan 2022 08:10:05 PM CST
timestamp: 1643631005
Solution value, local machine time, standardized time
963.4 0.016 0.016
963.2 0.016 0.016
958.7 0.017 0.017
957.9 0.017 0.017
953.1 0.017 0.017
951.4 0.022 0.022
949.7 0.023 0.023
949.6 0.023 0.023
949.3 0.023 0.023
947.8 0.032 0.032
947.7 0.032 0.032
946.6 0.032 0.032
944.7 0.032 0.032
942.2 0.033 0.033
939.5 0.037 0.037
938.7 0.037 0.037
938.6 0.037 0.037
936.6 0.037 0.037
936.3 0.038 0.038
935.3 0.053 0.052
932.6 0.054 0.053
932.2 0.072 0.071
930.9 0.072 0.071
929.3 0.072 0.071
928.2 0.072 0.071
927.7 0.072 0.071
927.0 0.073 0.072
923.3 0.073 0.072
916.5 0.073 0.072
916.3 0.073 0.072
913.7 0.075 0.074
912.8 0.075 0.074
910.2 0.075 0.074
910.1 0.081 0.080
908.6 0.083 0.082
906.6 0.083 0.082
905.0 0.083 0.082
904.8 0.085 0.084
899.6 0.096 0.095
899.1 0.096 0.095
898.1 0.096 0.095
894.1 0.096 0.095
892.0 0.098 0.097
890.7 0.202 0.200
890.1 0.222 0.220
889.4 0.225 0.223
889.3 0.225 0.223
889.1 0.255 0.253
887.4 0.255 0.253
886.7 0.255 0.253
884.6 0.257 0.255
884.1 0.306 0.303
883.4 0.671 0.665
882.1 26.101 25.853
881.9 26.122 25.874
880.6 26.230 25.981
880.5 136.332 135.037
880.1 154.835 153.364
878.7 272.373 269.785
877.7 272.377 269.789
877.2 272.378 269.790
875.9 287.835 285.101
Primal Integral: 0.0828983547
