12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R210
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 990.550
BKS: 900.5
Optimal: 1
Mon 31 Jan 2022 08:09:08 PM CST
timestamp: 1643630948
Solution value, local machine time, standardized time
990.0 0.018 0.018
989.7 0.018 0.018
989.1 0.018 0.018
989.0 0.019 0.019
988.8 0.019 0.019
988.5 0.019 0.019
987.3 0.019 0.019
983.4 0.020 0.020
978.7 0.020 0.020
977.5 0.020 0.020
973.7 0.026 0.026
973.6 0.026 0.026
955.7 0.044 0.044
954.6 0.044 0.044
948.9 0.044 0.044
948.7 0.048 0.048
948.6 0.147 0.146
945.1 0.233 0.231
944.6 0.234 0.232
942.6 0.234 0.232
941.5 0.237 0.235
941.4 0.344 0.341
940.8 0.479 0.474
937.9 0.479 0.474
935.4 0.479 0.474
933.8 0.479 0.474
929.2 0.480 0.475
928.3 0.490 0.485
927.4 0.501 0.496
926.1 0.531 0.526
926.0 0.546 0.541
925.9 0.584 0.578
925.7 0.667 0.661
925.6 0.839 0.831
924.1 1.494 1.480
922.7 1.505 1.491
920.6 1.507 1.493
919.4 1.508 1.494
918.4 1.508 1.494
917.8 9.016 8.930
914.3 9.017 8.931
913.5 9.018 8.932
913.4 9.019 8.933
912.7 9.019 8.933
912.1 9.019 8.933
912.0 9.021 8.935
911.8 9.021 8.935
911.5 13.952 13.819
911.2 14.070 13.936
910.6 14.070 13.936
909.8 14.098 13.964
909.7 14.359 14.223
909.5 14.372 14.235
909.4 14.372 14.235
908.4 14.411 14.274
907.2 121.723 120.567
905.7 124.611 123.427
904.3 124.616 123.432
904.2 124.626 123.442
903.8 124.636 123.452
903.0 124.642 123.458
902.1 124.644 123.460
901.8 129.663 128.431
900.5 138.751 137.433
Primal Integral: 0.0690825344
