12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R110
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1174.800
BKS: 1068.0
Optimal: 1
Mon 31 Jan 2022 08:12:17 PM CST
timestamp: 1643631137
Solution value, local machine time, standardized time
1171.4 0.018 0.018
1171.3 0.019 0.019
1158.4 0.027 0.027
1157.9 0.028 0.028
1154.3 0.029 0.029
1153.9 0.029 0.029
1152.4 0.029 0.029
1151.7 0.029 0.029
1150.6 0.029 0.029
1150.4 0.029 0.029
1149.7 0.030 0.030
1147.4 0.030 0.030
1144.3 0.039 0.039
1141.1 0.039 0.039
1139.9 0.039 0.039
1136.5 0.040 0.040
1131.8 0.041 0.041
1129.8 0.061 0.060
1129.7 0.061 0.060
1128.6 0.062 0.061
1127.4 0.071 0.070
1127.2 0.072 0.071
1121.8 0.072 0.071
1121.4 0.081 0.080
1120.5 0.081 0.080
1116.7 0.081 0.080
1115.7 0.083 0.082
1113.8 0.083 0.082
1112.6 0.127 0.126
1109.4 0.137 0.136
1108.2 0.140 0.139
1103.8 0.255 0.253
1100.8 0.276 0.273
1099.1 0.291 0.288
1098.0 0.320 0.317
1096.2 0.343 0.340
1094.7 0.406 0.402
1093.7 0.434 0.430
1092.8 0.456 0.452
1092.6 0.577 0.572
1091.5 0.577 0.572
1091.1 0.577 0.572
1091.0 0.577 0.572
1090.7 0.577 0.572
1090.6 0.578 0.573
1090.0 0.639 0.633
1089.8 0.639 0.633
1088.9 1.114 1.103
1087.4 1.145 1.134
1087.1 2.206 2.185
1085.2 2.206 2.185
1084.5 2.209 2.188
1084.4 2.236 2.215
1083.3 2.237 2.216
1082.7 4.965 4.918
1081.7 4.965 4.918
1079.8 5.246 5.196
1079.6 20.530 20.335
1079.4 20.568 20.373
1079.3 20.568 20.373
1078.3 21.139 20.938
1077.3 21.241 21.039
1076.6 21.351 21.148
1075.8 21.351 21.148
1075.4 21.825 21.618
1074.7 22.056 21.846
1070.6 22.056 21.846
1069.5 23.038 22.819
1068.0 39.884 39.505
Primal Integral: 0.0167078600
