12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_4_8
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 4151.070
BKS: 3773.7
Optimal: 1
Mon 31 Jan 2022 06:56:41 PM CST
timestamp: 1643626601
Solution value, local machine time, standardized time
4147.5 0.427 0.423
4146.5 0.452 0.448
4146.4 0.453 0.449
4143.4 0.453 0.449
4141.8 0.453 0.449
4141.5 0.454 0.450
4141.0 0.454 0.450
4140.1 0.455 0.451
4139.1 0.455 0.451
4139.0 0.455 0.451
4138.1 0.475 0.470
4137.6 0.543 0.538
4136.5 0.543 0.538
4115.5 0.777 0.770
4113.6 0.777 0.770
4113.3 0.778 0.771
4112.7 0.778 0.771
4112.3 0.778 0.771
4111.9 0.779 0.772
4110.6 0.779 0.772
4109.1 0.780 0.773
4108.0 0.780 0.773
4098.7 0.783 0.776
4098.6 0.783 0.776
4081.5 0.821 0.813
4080.2 0.821 0.813
4077.9 0.822 0.814
4077.6 0.822 0.814
4074.4 0.822 0.814
4073.6 0.823 0.815
4071.2 0.823 0.815
4068.6 0.824 0.816
4066.8 0.824 0.816
4063.8 0.824 0.816
4051.5 0.825 0.817
4047.6 0.825 0.817
4041.6 0.826 0.818
4041.3 0.826 0.818
4040.9 0.826 0.818
4033.4 0.842 0.834
4025.6 0.863 0.855
4020.0 0.864 0.856
4017.2 0.864 0.856
4016.8 0.875 0.867
4016.7 0.880 0.872
4016.6 0.880 0.872
4016.2 0.882 0.874
4016.0 0.882 0.874
4014.2 0.883 0.875
4014.1 0.883 0.875
4013.8 0.896 0.887
4010.7 0.901 0.892
4008.9 0.902 0.893
4008.3 0.902 0.893
4004.4 0.903 0.894
4003.8 0.948 0.939
4002.8 0.948 0.939
4002.5 0.950 0.941
4001.9 0.977 0.968
3999.8 0.983 0.974
3997.6 1.097 1.087
3997.3 1.097 1.087
3994.8 1.132 1.121
3975.4 1.132 1.121
3971.8 1.137 1.126
3971.7 1.138 1.127
3970.7 1.138 1.127
3969.2 1.139 1.128
3969.0 1.139 1.128
3968.0 1.172 1.161
3966.5 1.178 1.167
3966.1 1.179 1.168
3965.6 1.188 1.177
3964.6 1.212 1.200
3963.8 1.213 1.201
3962.4 1.224 1.212
3946.4 1.243 1.231
3930.3 1.243 1.231
3929.0 1.343 1.330
3928.9 1.343 1.330
3928.8 1.465 1.451
3927.4 1.539 1.524
3926.7 1.549 1.534
3924.5 1.599 1.584
3924.2 1.599 1.584
3922.0 1.689 1.673
3913.1 1.800 1.783
3912.0 1.800 1.783
3910.8 1.875 1.857
3909.3 1.875 1.857
3908.0 1.935 1.917
3907.8 2.033 2.014
3889.4 2.297 2.275
3881.2 2.300 2.278
3880.8 2.310 2.288
3879.9 2.311 2.289
3879.7 2.320 2.298
3879.4 2.320 2.298
3878.6 2.321 2.299
3877.7 2.347 2.325
3877.0 2.347 2.325
3876.7 2.348 2.326
3873.2 2.351 2.329
3869.7 2.351 2.329
3858.7 2.352 2.330
3856.8 2.353 2.331
3855.6 2.560 2.536
3855.3 2.625 2.600
3853.8 2.810 2.783
3851.2 2.810 2.783
3851.1 3.048 3.019
3849.1 3.104 3.075
3845.4 3.469 3.436
3845.3 3.469 3.436
3845.1 3.470 3.437
3844.0 4.309 4.268
3843.4 4.310 4.269
3838.5 4.310 4.269
3836.4 4.311 4.270
3834.7 4.380 4.338
3827.6 4.381 4.339
3825.2 4.458 4.416
3824.4 4.458 4.416
3822.7 4.544 4.501
3822.1 4.544 4.501
3820.0 4.545 4.502
3818.4 4.546 4.503
3817.3 4.550 4.507
3815.2 4.592 4.548
3815.1 4.592 4.548
3814.9 4.599 4.555
3808.8 11.060 10.955
3805.4 11.061 10.956
3803.3 11.061 10.956
3803.1 11.061 10.956
3802.7 11.582 11.472
3798.7 15.309 15.164
3798.6 15.310 15.165
3798.3 15.343 15.197
3795.2 27.341 27.081
3794.9 28.116 27.849
3793.4 35.086 34.753
3793.0 66.711 66.077
3792.7 66.748 66.114
3792.3 71.806 71.124
3791.8 71.883 71.200
3791.7 71.891 71.208
3790.8 85.706 84.892
3790.5 139.611 138.285
3789.5 139.611 138.285
3789.0 141.001 139.661
3788.5 145.754 144.369
3788.1 145.755 144.370
3785.5 146.727 145.333
3785.2 146.727 145.333
3784.7 146.956 145.560
3784.2 157.145 155.652
3783.9 282.205 279.524
3783.3 287.598 284.866
3782.9 291.066 288.301
3782.5 2524.145 2500.166
3782.2 2526.720 2502.716
3781.8 2545.388 2521.207
3780.5 2545.390 2521.209
Primal Integral: 0.2421862290
