12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R208
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 771.100
BKS: 701.0
Optimal: 1
Mon 31 Jan 2022 08:09:41 PM CST
timestamp: 1643630981
Solution value, local machine time, standardized time
768.6 0.030 0.030
767.4 0.030 0.030
761.8 0.031 0.031
760.4 0.036 0.036
757.6 0.036 0.036
755.0 0.036 0.036
753.6 0.039 0.039
752.2 0.039 0.039
746.4 0.039 0.039
746.1 0.039 0.039
745.5 0.057 0.056
745.4 0.057 0.056
743.7 0.057 0.056
743.4 0.058 0.057
741.9 0.058 0.057
740.0 0.058 0.057
737.2 0.068 0.067
736.1 0.068 0.067
734.7 0.076 0.075
734.2 0.114 0.113
730.2 0.115 0.114
729.6 0.115 0.114
728.8 0.115 0.114
728.6 0.342 0.339
727.4 0.438 0.434
727.1 0.512 0.507
726.7 0.512 0.507
725.2 0.738 0.731
725.1 0.845 0.837
722.7 1.051 1.041
721.1 1.056 1.046
720.6 1.056 1.046
720.3 1.108 1.097
720.1 3.499 3.466
719.2 3.512 3.479
718.3 3.703 3.668
718.0 3.704 3.669
714.9 3.753 3.717
714.7 3.762 3.726
713.6 3.763 3.727
713.5 4.019 3.981
713.4 4.067 4.028
712.5 4.071 4.032
712.4 4.085 4.046
711.3 4.150 4.111
710.2 4.224 4.184
708.7 4.283 4.242
707.3 4.283 4.242
706.3 4.297 4.256
703.3 4.300 4.259
703.0 4.314 4.273
702.7 4.577 4.534
702.5 9.074 8.988
702.4 99.099 98.158
701.9 101.311 100.349
701.2 120.665 119.519
701.0 120.837 119.689
Primal Integral: 0.0197595895
