12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R104
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1068.650
BKS: 971.5
Optimal: 1
Mon 31 Jan 2022 08:14:47 PM CST
timestamp: 1643631287
Solution value, local machine time, standardized time
1068.5 0.018 0.018
1065.4 0.019 0.019
1065.2 0.019 0.019
1064.9 0.019 0.019
1063.2 0.019 0.019
1061.9 0.020 0.020
1055.8 0.020 0.020
1055.6 0.020 0.020
1054.9 0.020 0.020
1053.9 0.020 0.020
1050.1 0.021 0.021
1047.6 0.021 0.021
1045.3 0.021 0.021
1042.8 0.021 0.021
1041.6 0.056 0.055
1041.0 0.057 0.056
1034.6 0.057 0.056
1034.4 0.057 0.056
1034.0 0.057 0.056
1032.4 0.081 0.080
1032.2 0.082 0.081
1030.6 0.083 0.082
1030.1 0.083 0.082
1029.9 0.083 0.082
1027.9 0.087 0.086
1025.1 0.091 0.090
1024.9 0.096 0.095
1021.7 0.096 0.095
1020.3 0.097 0.096
1020.2 0.097 0.096
1011.3 0.098 0.097
1010.5 0.098 0.097
1008.9 0.098 0.097
1008.0 0.098 0.097
1006.2 0.099 0.098
1005.2 0.099 0.098
1004.9 0.099 0.098
1001.9 0.118 0.117
999.9 0.120 0.119
998.0 0.120 0.119
995.9 0.121 0.120
993.5 0.124 0.123
993.4 0.124 0.123
991.9 0.154 0.153
991.1 0.154 0.153
990.8 0.232 0.230
989.3 0.271 0.268
988.0 2.050 2.031
987.8 2.123 2.103
986.9 2.123 2.103
986.8 2.123 2.103
985.9 2.378 2.355
983.9 2.378 2.355
983.8 2.391 2.368
983.3 2.392 2.369
983.1 2.392 2.369
982.0 2.408 2.385
978.8 2.408 2.385
978.6 2.408 2.385
976.5 2.409 2.386
975.5 2.409 2.386
972.4 2.414 2.391
971.5 2.430 2.407
Primal Integral: 0.0027173672
