12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R211
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 821.370
BKS: 746.7
Optimal: 1
Mon 31 Jan 2022 08:08:11 PM CST
timestamp: 1643630891
Solution value, local machine time, standardized time
820.5 0.064 0.063
818.2 0.066 0.065
816.8 0.067 0.066
812.7 0.067 0.066
812.6 0.067 0.066
812.1 0.073 0.072
806.5 0.084 0.083
806.4 0.084 0.083
805.7 0.084 0.083
802.6 0.088 0.087
802.3 0.091 0.090
802.2 0.091 0.090
799.6 0.091 0.090
799.3 0.091 0.090
797.7 0.121 0.120
794.1 0.122 0.121
789.3 0.165 0.163
788.7 0.176 0.174
787.3 0.332 0.329
785.2 0.337 0.334
779.8 0.337 0.334
779.5 0.337 0.334
778.5 0.337 0.334
778.0 0.543 0.538
777.5 0.722 0.715
776.5 0.722 0.715
776.3 0.735 0.728
776.2 0.759 0.752
770.9 1.000 0.991
769.2 1.000 0.991
768.9 1.000 0.991
767.9 1.001 0.991
767.7 1.002 0.992
765.9 2.538 2.514
765.3 2.538 2.514
765.2 2.547 2.523
765.1 2.547 2.523
764.8 2.552 2.528
764.0 2.561 2.537
763.8 2.566 2.542
763.6 2.566 2.542
763.5 2.566 2.542
761.7 2.575 2.551
758.6 2.651 2.626
758.5 2.755 2.729
758.0 2.755 2.729
757.9 2.766 2.740
757.8 2.768 2.742
757.7 2.768 2.742
755.0 2.850 2.823
754.6 2.874 2.847
754.1 3.106 3.076
753.7 3.122 3.092
752.5 3.511 3.478
752.3 3.532 3.498
751.7 25.965 25.718
Primal Integral: 0.6751363116
