12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R105
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1490.830
BKS: 1355.3
Optimal: 1
Mon 31 Jan 2022 08:14:08 PM CST
timestamp: 1643631248
Solution value, local machine time, standardized time
1482.5 0.012 0.012
1480.0 0.012 0.012
1475.5 0.013 0.013
1474.7 0.013 0.013
1469.3 0.013 0.013
1466.3 0.013 0.013
1462.2 0.013 0.013
1461.3 0.014 0.014
1456.5 0.014 0.014
1453.3 0.014 0.014
1450.3 0.014 0.014
1449.7 0.014 0.014
1446.5 0.015 0.015
1446.0 0.015 0.015
1442.2 0.015 0.015
1441.0 0.015 0.015
1437.8 0.015 0.015
1436.9 0.027 0.027
1434.5 0.028 0.028
1431.6 0.028 0.028
1430.5 0.028 0.028
1429.0 0.029 0.029
1427.0 0.029 0.029
1425.8 0.029 0.029
1425.3 0.029 0.029
1421.7 0.033 0.033
1418.6 0.034 0.034
1417.1 0.038 0.038
1415.2 0.044 0.044
1406.5 0.044 0.044
1401.7 0.044 0.044
1398.2 0.046 0.046
1388.1 0.053 0.052
1387.2 0.053 0.052
1386.8 0.057 0.056
1381.6 0.072 0.071
1377.0 0.074 0.073
1376.6 0.147 0.146
1374.3 0.147 0.146
1373.9 0.148 0.147
1373.1 0.148 0.147
1372.4 0.152 0.151
1372.3 0.152 0.151
1371.9 0.152 0.151
1370.3 0.153 0.152
1368.4 0.286 0.283
1365.8 0.400 0.396
1365.2 0.669 0.663
1365.1 0.983 0.974
1364.5 1.525 1.511
1363.4 1.525 1.511
1362.5 6.929 6.863
1361.3 11.026 10.921
1360.1 11.032 10.927
1359.4 11.044 10.939
1355.9 18.717 18.539
1355.8 20.981 20.782
1355.3 37.594 37.237
Primal Integral: 0.0055235561
