12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1358.060
BKS: 1234.6
Optimal: 1
Mon 31 Jan 2022 08:13:47 PM CST
timestamp: 1643631227
Solution value, local machine time, standardized time
1357.6 0.014 0.014
1357.2 0.014 0.014
1354.0 0.014 0.014
1353.3 0.014 0.014
1351.8 0.014 0.014
1351.2 0.015 0.015
1348.3 0.015 0.015
1348.2 0.015 0.015
1347.9 0.015 0.015
1332.2 0.015 0.015
1330.4 0.016 0.016
1327.2 0.021 0.021
1321.5 0.021 0.021
1319.8 0.021 0.021
1318.3 0.022 0.022
1316.1 0.022 0.022
1314.9 0.022 0.022
1314.3 0.022 0.022
1311.1 0.022 0.022
1310.8 0.022 0.022
1310.0 0.023 0.023
1308.5 0.023 0.023
1307.3 0.023 0.023
1306.7 0.024 0.024
1299.7 0.024 0.024
1299.6 0.024 0.024
1298.3 0.025 0.025
1297.6 0.027 0.027
1296.8 0.033 0.033
1295.0 0.034 0.034
1294.8 0.035 0.035
1292.8 0.035 0.035
1289.4 0.035 0.035
1281.0 0.035 0.035
1276.5 0.036 0.036
1276.1 0.036 0.036
1268.5 0.036 0.036
1267.1 0.042 0.042
1266.8 0.042 0.042
1266.6 0.043 0.043
1266.4 0.059 0.058
1265.6 0.158 0.156
1264.4 0.158 0.156
1263.0 0.158 0.156
1261.5 0.164 0.162
1259.2 0.164 0.162
1259.0 0.164 0.162
1254.9 0.170 0.168
1252.3 0.172 0.170
1252.1 0.183 0.181
1252.0 0.184 0.182
1247.7 0.185 0.183
1244.2 0.191 0.189
1244.1 0.203 0.201
1243.4 0.298 0.295
1243.2 0.609 0.603
1241.6 0.673 0.667
1240.4 0.737 0.730
1239.2 0.812 0.804
1238.4 1.168 1.157
1237.3 5.306 5.256
1236.9 5.400 5.349
1236.1 8.026 7.950
1235.7 13.176 13.051
1235.6 17.913 17.743
1234.6 17.918 17.748
Primal Integral: 0.0022177061
