12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R107
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1171.060
BKS: 1064.6
Optimal: 1
Mon 31 Jan 2022 08:13:35 PM CST
timestamp: 1643631215
Solution value, local machine time, standardized time
1170.5 0.009 0.009
1160.9 0.009 0.009
1159.0 0.009 0.009
1158.7 0.009 0.009
1156.3 0.010 0.010
1156.1 0.010 0.010
1154.9 0.010 0.010
1154.6 0.010 0.010
1154.2 0.010 0.010
1152.3 0.010 0.010
1150.5 0.011 0.011
1149.6 0.011 0.011
1149.5 0.013 0.013
1148.4 0.013 0.013
1144.3 0.013 0.013
1143.4 0.016 0.016
1141.7 0.016 0.016
1140.8 0.016 0.016
1139.7 0.016 0.016
1139.6 0.018 0.018
1139.3 0.019 0.019
1139.2 0.019 0.019
1138.3 0.019 0.019
1135.7 0.020 0.020
1135.0 0.020 0.020
1134.4 0.020 0.020
1133.9 0.020 0.020
1133.0 0.020 0.020
1119.1 0.026 0.026
1118.2 0.053 0.052
1116.8 0.077 0.076
1116.5 0.078 0.077
1113.9 0.078 0.077
1109.3 0.079 0.078
1108.0 0.079 0.078
1106.9 0.080 0.079
1104.8 0.181 0.179
1104.7 0.186 0.184
1103.7 0.196 0.194
1103.6 0.201 0.199
1101.4 0.201 0.199
1101.0 0.206 0.204
1100.6 0.206 0.204
1098.7 0.211 0.209
1095.1 0.212 0.210
1094.7 0.212 0.210
1094.3 0.227 0.225
1094.2 0.228 0.226
1083.6 0.239 0.237
1080.6 0.243 0.241
1077.9 0.253 0.251
1076.2 0.259 0.257
1076.1 0.391 0.387
1075.6 0.394 0.390
1075.0 0.439 0.435
1072.3 0.599 0.593
1066.8 2.507 2.483
1064.6 10.291 10.193
Primal Integral: 0.0024448692
