12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 5694999987690650823
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_10_5
Standardized Time limit: 7200 secs
Local Machine Time Limit: 7269 secs
Base solution: 18173.430
BKS: 16521.3
Optimal: 0
Sun 30 Jan 2022 10:55:52 PM PST
timestamp: 1643612152
Solution value, local machine time, standardized time
18155.1 4.459 4.417
18146.3 4.541 4.498
18141.3 4.542 4.499
18138.7 4.603 4.559
18076.5 4.604 4.560
18068.0 4.617 4.573
18067.5 4.635 4.591
18062.7 4.641 4.597
18059.9 4.642 4.598
18057.7 4.643 4.599
18054.9 4.707 4.662
18052.6 4.780 4.735
18051.9 4.780 4.735
18051.1 4.781 4.736
18050.0 4.782 4.737
18046.6 4.841 4.795
18045.3 4.886 4.840
18045.1 4.887 4.841
18038.8 4.973 4.926
18034.1 4.975 4.928
18029.8 5.083 5.035
18010.6 5.203 5.154
18008.7 5.204 5.155
18008.4 5.205 5.156
17997.6 5.206 5.157
17995.0 5.207 5.158
17994.2 5.208 5.159
17977.8 5.209 5.160
17966.2 5.209 5.160
17965.9 5.243 5.193
17965.4 5.244 5.194
17964.9 5.245 5.195
17963.5 5.246 5.196
17919.1 5.260 5.210
17851.4 5.381 5.330
17849.6 5.382 5.331
17847.4 5.383 5.332
17846.6 5.384 5.333
17845.5 5.385 5.334
17845.1 5.492 5.440
17841.7 5.493 5.441
17840.4 5.495 5.443
17839.3 5.562 5.509
17837.5 5.589 5.536
17835.1 5.590 5.537
17820.3 5.610 5.557
17819.9 5.611 5.558
17819.4 5.613 5.560
17819.3 5.614 5.561
17818.3 5.616 5.563
17816.9 5.626 5.573
17808.4 5.650 5.596
17808.2 5.651 5.597
17801.7 5.652 5.598
17801.1 5.653 5.599
17770.5 5.656 5.602
17768.4 5.666 5.612
17761.9 5.804 5.749
17760.1 5.805 5.750
17752.0 5.887 5.831
17740.5 6.005 5.948
17740.3 6.006 5.949
17733.2 6.007 5.950
17732.5 6.032 5.975
17730.3 6.033 5.976
17728.2 6.503 6.441
17727.2 6.503 6.441
17726.8 6.525 6.463
17725.7 6.831 6.766
17722.9 7.537 7.465
17721.9 8.636 8.554
17721.8 8.637 8.555
17720.9 9.773 9.680
17719.7 10.558 10.458
17716.6 10.559 10.459
17716.2 10.730 10.628
17714.9 11.961 11.847
17714.3 11.962 11.848
17713.2 14.397 14.260
17713.1 14.508 14.370
17697.6 23.206 22.986
