12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R103
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1329.570
BKS: 1208.7
Optimal: 1
Mon 31 Jan 2022 08:14:52 PM CST
timestamp: 1643631292
Solution value, local machine time, standardized time
1320.4 0.013 0.013
1319.6 0.013 0.013
1314.0 0.014 0.014
1313.5 0.014 0.014
1310.0 0.014 0.014
1308.1 0.014 0.014
1306.0 0.015 0.015
1305.8 0.015 0.015
1305.5 0.015 0.015
1301.9 0.015 0.015
1299.5 0.015 0.015
1298.9 0.016 0.016
1297.0 0.016 0.016
1295.8 0.016 0.016
1291.9 0.016 0.016
1289.2 0.016 0.016
1284.3 0.016 0.016
1282.4 0.017 0.017
1282.3 0.017 0.017
1281.5 0.017 0.017
1279.0 0.017 0.017
1278.0 0.017 0.017
1277.9 0.018 0.018
1276.9 0.018 0.018
1276.8 0.018 0.018
1276.6 0.033 0.033
1273.0 0.034 0.034
1271.1 0.035 0.035
1269.1 0.039 0.039
1262.2 0.040 0.040
1261.7 0.040 0.040
1260.4 0.040 0.040
1260.0 0.057 0.056
1254.2 0.058 0.057
1250.7 0.058 0.057
1249.5 0.061 0.060
1246.9 0.062 0.061
1245.7 0.062 0.061
1244.7 0.077 0.076
1241.1 0.078 0.077
1230.5 0.083 0.082
1230.2 0.083 0.082
1228.5 0.086 0.085
1227.9 0.102 0.101
1226.8 0.104 0.103
1226.4 0.105 0.104
1226.2 0.207 0.205
1225.6 0.256 0.254
1225.2 0.270 0.267
1225.1 0.273 0.270
1224.9 0.292 0.289
1224.7 0.341 0.338
1223.2 0.350 0.347
1223.0 0.351 0.348
1222.8 0.358 0.355
1222.0 0.358 0.355
1220.1 0.367 0.364
1218.9 0.367 0.364
1217.8 0.461 0.457
1217.5 1.144 1.133
1215.5 1.154 1.143
1213.8 1.158 1.147
1213.7 12.316 12.199
1212.6 12.688 12.567
1209.8 36.000 35.658
1208.7 40.377 39.993
Primal Integral: 0.0078302313
