12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R2_4_7
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 5382.850
BKS: 4893.5
Optimal: 0
Mon 31 Jan 2022 05:56:23 PM CST
timestamp: 1643622983
Solution value, local machine time, standardized time
5377.8 1.891 1.873
5377.7 1.891 1.873
5377.6 1.892 1.874
5377.4 1.892 1.874
5377.1 1.892 1.874
5375.8 1.893 1.875
5374.7 1.900 1.882
5374.4 1.901 1.883
5374.1 1.901 1.883
5373.4 1.902 1.884
5371.1 1.902 1.884
5370.9 1.906 1.888
5369.7 1.937 1.919
5366.4 1.937 1.919
5365.1 1.937 1.919
5364.4 1.960 1.941
5360.0 2.001 1.982
5357.3 2.002 1.983
5357.1 2.013 1.994
5356.8 2.019 2.000
5355.5 2.020 2.001
5355.2 2.020 2.001
5355.1 2.021 2.002
5345.2 2.126 2.106
5344.8 2.126 2.106
5341.6 2.126 2.106
5341.2 2.127 2.107
5339.4 2.127 2.107
5336.4 2.218 2.197
5334.4 2.218 2.197
5333.1 2.219 2.198
5330.9 2.219 2.198
5329.8 2.220 2.199
5329.1 2.260 2.239
5328.5 2.260 2.239
5326.9 2.261 2.240
5324.9 2.284 2.262
5323.2 2.284 2.262
5322.9 2.285 2.263
5322.8 2.285 2.263
5322.7 2.285 2.263
5318.3 2.297 2.275
5316.7 2.323 2.301
5316.2 2.323 2.301
5295.9 2.324 2.302
5295.8 2.324 2.302
5293.7 2.324 2.302
5293.4 2.338 2.316
5286.7 2.345 2.323
5286.6 2.345 2.323
5285.0 2.371 2.348
5284.8 2.371 2.348
5279.4 2.372 2.349
5271.8 2.372 2.349
5268.3 2.373 2.350
5268.2 2.385 2.362
5267.1 2.447 2.424
5266.0 2.448 2.425
5264.3 2.457 2.434
5262.4 2.457 2.434
5261.2 2.457 2.434
5260.6 2.462 2.439
5260.4 2.464 2.441
5259.9 2.474 2.450
5259.6 2.524 2.500
5259.3 2.651 2.626
5259.0 2.652 2.627
5258.8 2.652 2.627
5254.5 2.674 2.649
5254.3 2.811 2.784
5254.0 2.812 2.785
5253.1 3.197 3.167
5252.3 3.270 3.239
5252.0 3.283 3.252
5250.9 4.256 4.216
5250.2 11.452 11.343
5249.9 11.551 11.441
5248.9 11.596 11.486
5248.8 11.675 11.564
5247.6 11.827 11.715
5247.4 11.834 11.722
5247.2 11.904 11.791
5246.9 11.957 11.843
5246.1 12.105 11.990
5245.2 12.105 11.990
5243.8 12.106 11.991
5240.9 12.106 11.991
5239.5 12.106 11.991
5239.0 12.222 12.106
5238.6 12.237 12.121
5238.3 12.257 12.141
5238.2 12.334 12.217
5237.6 12.335 12.218
5237.1 12.343 12.226
5237.0 12.347 12.230
5236.4 12.507 12.388
5235.8 12.550 12.431
5235.7 12.550 12.431
5234.8 12.551 12.432
5233.6 13.006 12.882
5233.4 13.007 12.883
5233.0 13.290 13.164
5232.7 13.308 13.182
5232.2 13.400 13.273
5232.0 13.431 13.303
5231.9 13.440 13.312
5229.6 13.478 13.350
5228.9 13.630 13.501
5227.8 31.012 30.717
5222.8 31.012 30.717
5218.9 31.012 30.717
5217.6 31.013 30.718
5217.2 31.015 30.720
5215.4 31.015 30.720
5214.2 31.071 30.776
5214.1 31.162 30.866
5213.5 35.053 34.720
5209.6 35.054 34.721
5208.9 35.054 34.721
5205.0 35.055 34.722
5204.0 36.751 36.402
5200.3 36.795 36.445
5199.2 41.002 40.612
5198.9 41.002 40.612
5198.8 41.003 40.613
5198.3 41.003 40.613
5196.4 43.733 43.318
5196.3 43.734 43.319
5196.1 43.735 43.320
5190.9 43.737 43.321
5187.1 43.737 43.321
5186.5 43.738 43.322
5185.9 43.738 43.322
5183.1 44.391 43.969
5182.0 44.391 43.969
5181.5 44.423 44.001
5179.5 44.472 44.050
5177.0 44.531 44.108
5175.9 44.969 44.542
5175.5 45.007 44.579
5174.1 45.296 44.866
5171.9 45.456 45.024
5168.1 45.655 45.221
5165.0 45.659 45.225
5163.0 45.659 45.225
5155.7 46.366 45.926
5155.3 46.366 45.926
5154.4 46.367 45.927
5154.3 46.368 45.928
5153.6 46.368 45.928
5153.4 46.369 45.928
5153.2 46.383 45.942
5145.4 46.392 45.951
5139.9 46.393 45.952
5139.3 46.399 45.958
5138.4 46.399 45.958
5137.6 46.400 45.959
5136.7 46.409 45.968
5136.2 46.410 45.969
5125.1 46.413 45.972
5123.4 46.413 45.972
5122.9 46.414 45.973
5122.1 46.414 45.973
5115.5 46.415 45.974
5113.6 46.415 45.974
5111.1 46.415 45.974
5110.8 46.421 45.980
5105.6 46.424 45.983
5104.4 46.425 45.984
5104.1 46.425 45.984
5100.6 46.426 45.985
5098.8 46.428 45.987
5098.5 46.431 45.990
5097.7 69.349 68.690
5094.3 69.370 68.711
5091.5 69.372 68.713
5090.1 69.372 68.713
5089.6 69.373 68.714
5089.0 69.373 68.714
5088.8 69.383 68.724
5088.5 69.384 68.725
5088.0 69.385 68.726
5087.6 69.389 68.730
5086.9 69.390 68.731
5078.1 69.391 68.732
5074.2 69.393 68.734
5073.6 69.394 68.735
5073.5 69.394 68.735
5070.8 69.395 68.736
5063.9 69.419 68.760
5063.4 69.420 68.761
5056.1 69.443 68.783
5055.6 69.453 68.793
5054.6 69.455 68.795
5052.9 69.456 68.796
5052.3 69.457 68.797
5050.2 69.460 68.800
5048.1 69.461 68.801
5047.7 69.545 68.884
5043.9 69.779 69.116
5041.7 69.780 69.117
5040.8 70.783 70.111
5037.3 70.869 70.196
5037.1 70.871 70.198
5037.0 70.917 70.243
5036.5 72.585 71.895
5035.8 72.585 71.895
5034.1 72.738 72.047
5033.6 72.812 72.120
5033.5 72.813 72.121
5033.3 72.832 72.140
5032.7 72.832 72.140
5032.4 72.833 72.141
5029.3 72.864 72.172
5029.2 72.864 72.172
5028.5 73.077 72.383
5026.5 73.078 72.384
5025.6 73.078 72.384
5024.7 73.078 72.384
5023.8 73.079 72.385
5019.2 73.125 72.430
5018.3 73.127 72.432
5016.8 73.130 72.435
5015.2 73.187 72.492
5013.6 73.187 72.492
5011.9 73.187 72.492
5009.5 73.205 72.510
5009.2 73.206 72.511
5008.5 73.238 72.542
5006.5 73.239 72.543
4989.1 74.639 73.930
4979.0 74.639 73.930
4975.2 74.640 73.931
4975.0 74.640 73.931
4972.7 74.641 73.932
4971.6 74.641 73.932
4963.4 77.565 76.828
4962.1 82.407 81.624
4957.8 174.805 173.144
4956.7 175.226 173.561
4951.3 175.411 173.745
4948.1 175.787 174.117
4946.8 176.503 174.826
4946.0 176.507 174.830
4943.6 176.513 174.836
4943.4 178.458 176.763
4942.1 178.899 177.199
4937.0 180.495 178.780
4936.0 183.805 182.059
4935.0 191.572 189.752
4934.7 192.278 190.451
4934.2 192.424 190.596
4928.4 194.662 192.813
4926.0 195.307 193.452
4924.6 195.308 193.453
4921.5 195.308 193.453
4921.4 195.309 193.454
4921.3 195.309 193.454
