12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: RC207
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1059.190
BKS: 962.9
Optimal: 1
Mon 31 Jan 2022 08:03:38 PM CST
timestamp: 1643630618
Solution value, local machine time, standardized time
1054.4 0.018 0.018
1054.2 0.019 0.019
1043.8 0.027 0.027
1042.4 0.027 0.027
1040.8 0.027 0.027
1039.7 0.036 0.036
1038.8 0.046 0.046
1038.0 0.046 0.046
1037.9 0.046 0.046
1035.2 0.050 0.050
1033.6 0.050 0.050
1031.9 0.050 0.050
1031.4 0.051 0.051
1028.5 0.051 0.051
1026.1 0.052 0.052
1025.6 0.052 0.052
1024.8 0.052 0.052
1023.9 0.052 0.052
1022.5 0.052 0.052
1010.6 0.053 0.052
1010.0 0.054 0.053
1009.0 0.054 0.053
1008.2 0.069 0.068
1007.8 0.073 0.072
998.1 0.074 0.073
996.5 0.083 0.082
996.2 0.121 0.120
993.9 0.140 0.139
993.1 0.140 0.139
992.8 0.140 0.139
992.3 0.140 0.139
991.4 0.141 0.140
990.6 0.161 0.159
990.4 0.230 0.228
989.9 0.230 0.228
989.4 0.230 0.228
989.2 0.290 0.287
987.8 0.328 0.325
987.6 2.710 2.684
987.3 2.761 2.735
986.6 2.850 2.823
980.4 2.864 2.837
977.2 2.864 2.837
974.7 4.479 4.436
974.0 4.494 4.451
972.8 4.632 4.588
971.0 22.536 22.322
970.5 22.537 22.323
970.3 22.537 22.323
967.7 22.537 22.323
966.7 22.589 22.374
966.6 23.124 22.904
966.4 30.133 29.847
964.1 30.134 29.848
963.4 39.268 38.895
962.9 39.269 38.896
Primal Integral: 0.0181234765
