12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R1_8_6
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 34088.450
BKS: 30989.5
Optimal: 0
Mon 07 Feb 2022 02:34:38 PM CST
timestamp: 1644215678
Solution value, local machine time, standardized time
34066.3 1.070 1.060
34061.9 1.072 1.062
34050.1 1.083 1.073
34036.8 1.085 1.075
34025.4 1.096 1.086
34017.8 1.098 1.088
34017.0 1.110 1.099
33999.6 1.112 1.101
33998.9 1.137 1.126
33995.8 1.138 1.127
33987.8 1.139 1.128
33987.5 1.161 1.150
33985.1 1.163 1.152
33957.0 1.164 1.153
33949.7 1.167 1.156
33905.0 1.168 1.157
33899.0 1.171 1.160
33894.0 1.173 1.162
33887.9 1.174 1.163
33882.4 1.199 1.188
33876.0 1.241 1.229
33871.3 1.243 1.231
33870.3 1.245 1.233
33869.3 1.248 1.236
33861.9 1.278 1.266
33851.1 1.280 1.268
33850.9 1.291 1.279
33843.6 1.294 1.282
33835.0 1.295 1.283
33811.3 1.296 1.284
33811.0 1.298 1.286
33802.7 1.302 1.290
33802.6 1.317 1.304
33770.8 1.320 1.307
33768.7 1.332 1.319
33768.6 1.352 1.339
33750.7 1.368 1.355
33673.4 1.370 1.357
33672.7 1.371 1.358
33671.4 1.393 1.380
33668.7 1.396 1.383
33665.3 1.448 1.434
33664.5 1.455 1.441
33660.1 1.458 1.444
33658.2 1.465 1.451
33657.4 1.471 1.457
33657.0 1.472 1.458
33650.0 1.493 1.479
33623.0 1.494 1.480
33608.9 1.495 1.481
33599.3 1.497 1.483
33583.1 1.498 1.484
33583.0 1.501 1.487
33543.1 1.522 1.508
33524.7 1.523 1.509
33516.9 1.524 1.510
33507.9 1.525 1.511
33494.9 1.545 1.530
33491.4 1.548 1.533
33491.1 1.550 1.535
33451.1 1.553 1.538
33448.6 1.555 1.540
33438.9 1.557 1.542
33437.6 1.573 1.558
33429.4 1.591 1.576
33427.4 1.593 1.578
33421.1 1.610 1.595
33421.0 1.625 1.610
33419.3 1.628 1.613
33407.4 1.630 1.615
33402.7 1.643 1.627
33401.8 1.645 1.629
33401.5 1.657 1.641
33401.4 1.659 1.643
33400.6 1.665 1.649
33392.7 1.679 1.663
33387.3 1.681 1.665
33376.5 1.715 1.699
33371.0 1.743 1.726
33369.0 1.763 1.746
33333.1 1.764 1.747
33326.8 1.768 1.751
33326.2 1.769 1.752
33293.7 1.782 1.765
33269.0 1.783 1.766
33251.8 1.785 1.768
33232.1 1.788 1.771
33225.6 1.789 1.772
33213.8 1.805 1.788
33154.8 1.817 1.800
33154.5 1.857 1.839
33148.7 1.859 1.841
33142.3 1.871 1.853
33120.1 1.872 1.854
33111.6 1.915 1.897
33077.3 1.918 1.900
33073.3 1.944 1.926
33073.2 1.945 1.927
33069.0 1.995 1.976
33055.2 1.997 1.978
33053.5 1.998 1.979
33032.2 2.000 1.981
33021.4 2.019 2.000
33020.3 2.020 2.001
33017.9 2.063 2.043
33008.4 2.065 2.045
33003.0 2.080 2.060
32996.4 2.082 2.062
32994.5 2.161 2.140
32988.6 2.163 2.142
32988.3 2.173 2.152
32984.5 2.181 2.160
32982.3 2.198 2.177
32967.6 2.256 2.235
