12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: C2_6_6
Standardized Time limit: 3600 secs
Local Machine Time Limit: 3635 secs
Base solution: 8194.780
BKS: 7449.8
Optimal: 0
Mon 07 Feb 2022 05:36:33 PM CST
timestamp: 1644226593
Solution value, local machine time, standardized time
8192.6 0.602 0.596
8192.0 0.609 0.603
8191.3 0.610 0.604
8190.2 0.617 0.611
8180.4 0.618 0.612
8179.9 0.624 0.618
8179.1 0.637 0.631
8178.8 0.639 0.633
8172.6 0.650 0.644
8172.0 0.652 0.646
8169.1 0.666 0.660
8168.0 0.668 0.662
8167.4 0.670 0.664
8167.3 0.710 0.703
8158.2 0.711 0.704
8154.3 0.751 0.744
8151.1 0.838 0.830
8131.0 0.838 0.830
8127.6 0.863 0.855
8126.3 0.887 0.879
8125.1 0.888 0.880
8119.9 0.894 0.886
8112.8 0.897 0.888
8110.7 0.903 0.894
8101.6 0.916 0.907
8100.8 0.932 0.923
8100.7 0.945 0.936
8100.1 0.950 0.941
8083.7 0.952 0.943
8082.3 0.965 0.956
8080.7 1.031 1.021
8079.1 1.061 1.051
8078.3 1.064 1.054
8076.9 1.066 1.056
8074.8 1.067 1.057
8070.0 1.078 1.068
8069.7 1.079 1.069
8064.9 1.122 1.111
8048.4 1.137 1.126
8035.0 1.139 1.128
8034.9 1.146 1.135
8032.0 1.163 1.152
8024.8 1.208 1.197
7902.5 1.209 1.198
7884.7 1.211 1.199
7883.5 1.214 1.202
7883.2 1.215 1.203
7882.8 1.218 1.206
7858.9 1.220 1.208
7856.5 1.247 1.235
7855.4 1.316 1.303
7837.4 1.352 1.339
7833.8 1.354 1.341
7832.3 1.361 1.348
7832.2 1.364 1.351
7829.8 1.495 1.481
7808.0 1.496 1.482
7807.0 1.504 1.490
7806.2 1.507 1.493
7805.7 1.546 1.531
7805.5 1.547 1.532
7795.3 1.568 1.553
7780.8 1.575 1.560
7768.8 1.578 1.563
7766.6 1.587 1.572
7766.2 1.611 1.596
7764.9 1.613 1.598
7756.0 1.629 1.614
7723.8 1.630 1.615
7719.8 1.645 1.629
7714.3 1.648 1.632
7713.4 1.655 1.639
7710.6 1.657 1.641
7705.1 2.602 2.577
7702.8 2.604 2.579
7701.7 2.627 2.602
7701.0 2.629 2.604
7699.9 2.711 2.685
7699.1 2.713 2.687
7698.9 2.875 2.848
7698.6 3.263 3.232
7698.3 3.388 3.356
7696.0 3.391 3.359
7695.7 3.459 3.426
7695.3 3.463 3.430
7695.1 3.608 3.574
7694.5 4.207 4.167
7693.0 4.233 4.193
7672.9 48.616 48.154
7670.0 48.659 48.197
7660.7 48.675 48.213
7630.9 48.696 48.233
7623.9 48.697 48.234
7610.2 48.699 48.236
7609.9 48.703 48.240
7600.0 48.730 48.267
7599.5 48.731 48.268
7593.4 48.735 48.272
7590.0 48.756 48.293
7589.5 48.831 48.367
7586.8 48.840 48.376
7573.5 48.846 48.382
7570.7 49.210 48.743
7568.1 49.211 48.743
7564.2 49.291 48.823
7563.4 49.406 48.937
7563.0 49.480 49.010
7561.8 49.483 49.013
7560.5 49.513 49.043
7559.6 49.540 49.069
7557.6 49.566 49.095
7551.7 49.682 49.210
7551.2 49.760 49.287
7551.1 49.763 49.290
7550.6 49.871 49.397
7548.9 50.174 49.697
7548.6 50.177 49.700
7546.6 50.185 49.708
7546.5 50.324 49.846
7544.7 50.444 49.965
7544.6 50.456 49.977
7528.1 50.954 50.470
7527.9 50.956 50.472
7524.4 50.960 50.476
7517.5 50.977 50.493
7517.0 50.988 50.504
7516.2 50.991 50.507
7515.0 52.752 52.251
7514.8 52.920 52.417
7514.6 52.932 52.429
7513.7 52.933 52.430
7513.0 78.926 78.176
7511.8 85.480 84.668
7511.7 91.473 90.604
7511.1 101.398 100.435
7509.2 101.507 100.543
7505.2 101.541 100.576
7500.2 103.210 102.230
7500.1 103.365 102.383
7498.4 103.366 102.384
7498.3 105.311 104.311
7495.9 112.965 111.892
7494.9 112.967 111.894
7494.2 112.990 111.917
7488.6 113.025 111.951
7488.5 113.035 111.961
7488.4 113.052 111.978
7473.9 113.054 111.980
7473.8 113.138 112.063
7468.7 117.142 116.029
7467.3 117.144 116.031
7465.8 122.416 121.253
7465.5 122.425 121.262
7463.4 135.545 134.257
7459.5 136.404 135.108
7457.4 137.272 135.968
7454.7 149.429 148.009
7451.8 149.499 148.079
Primal Integral: 0.0885416573
