12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R110
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1174.800
BKS: 1068.0
Optimal: 1
Wed 26 Jan 2022 10:36:01 AM CST
timestamp: 1643164561
Solution value, local machine time, standardized time
1172.8 0.010 0.010
1172.2 0.011 0.011
1170.0 0.011 0.011
1166.2 0.011 0.011
1161.3 0.011 0.011
1160.9 0.011 0.011
1160.3 0.012 0.012
1157.5 0.023 0.023
1157.2 0.024 0.024
1155.6 0.025 0.025
1154.4 0.025 0.025
1151.1 0.030 0.030
1150.9 0.031 0.031
1149.4 0.031 0.031
1147.8 0.031 0.031
1147.2 0.031 0.031
1145.9 0.049 0.049
1144.9 0.051 0.051
1141.4 0.052 0.052
1137.8 0.052 0.052
1136.4 0.058 0.057
1136.1 0.065 0.064
1135.8 0.065 0.064
1131.1 0.069 0.068
1131.0 0.069 0.068
1128.0 0.069 0.068
1127.9 0.105 0.104
1125.1 0.106 0.105
1120.5 0.106 0.105
1116.1 0.110 0.109
1113.5 0.115 0.114
1111.0 0.116 0.115
1108.4 0.116 0.115
1107.3 0.116 0.115
1106.6 0.217 0.215
1106.2 0.235 0.233
1105.9 0.236 0.234
1105.8 0.238 0.236
1104.0 0.302 0.299
1101.4 0.302 0.299
1098.2 0.302 0.299
1096.8 0.302 0.299
1096.3 0.474 0.469
1095.5 0.475 0.470
1095.3 0.476 0.471
1093.3 0.476 0.471
1091.6 0.480 0.475
1089.2 0.480 0.475
1086.7 0.741 0.734
1085.1 0.745 0.738
1084.9 0.766 0.759
1083.4 0.767 0.760
1082.1 0.774 0.767
1081.3 0.796 0.788
1080.2 0.796 0.788
1079.9 1.446 1.432
1078.6 3.626 3.592
1075.9 4.547 4.504
1075.5 4.547 4.504
1075.3 4.547 4.504
1073.9 9.467 9.377
1073.8 19.161 18.979
1073.4 19.162 18.980
1072.1 19.163 18.981
1070.6 19.163 18.981
1069.1 19.173 18.991
1068.0 19.194 19.012
Primal Integral: 0.0084519195
