12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R102
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1613.260
BKS: 1466.6
Optimal: 1
Wed 26 Jan 2022 10:37:04 AM CST
timestamp: 1643164624
Solution value, local machine time, standardized time
1592.1 0.007 0.007
1590.2 0.007 0.007
1587.1 0.007 0.007
1585.8 0.007 0.007
1584.3 0.008 0.008
1575.8 0.008 0.008
1572.4 0.008 0.008
1569.3 0.008 0.008
1568.3 0.008 0.008
1562.5 0.008 0.008
1560.3 0.009 0.009
1559.9 0.009 0.009
1559.6 0.009 0.009
1558.9 0.009 0.009
1558.7 0.009 0.009
1557.7 0.009 0.009
1557.5 0.010 0.010
1557.2 0.010 0.010
1556.4 0.010 0.010
1555.5 0.010 0.010
1553.6 0.010 0.010
1552.2 0.011 0.011
1551.3 0.011 0.011
1547.8 0.011 0.011
1546.1 0.011 0.011
1545.1 0.011 0.011
1545.0 0.011 0.011
1543.1 0.012 0.012
1542.8 0.014 0.014
1541.8 0.015 0.015
1541.2 0.015 0.015
1540.9 0.015 0.015
1539.3 0.016 0.016
1537.3 0.016 0.016
1531.7 0.020 0.020
1529.7 0.020 0.020
1529.6 0.020 0.020
1528.0 0.020 0.020
1527.4 0.021 0.021
1527.1 0.021 0.021
1526.6 0.023 0.023
1522.9 0.023 0.023
1522.4 0.024 0.024
1518.5 0.025 0.025
1518.4 0.025 0.025
1515.6 0.038 0.038
1514.7 0.038 0.038
1510.0 0.039 0.039
1509.7 0.039 0.039
1509.0 0.040 0.040
1508.4 0.049 0.049
1501.9 0.049 0.049
1500.7 0.050 0.050
1498.0 0.050 0.050
1497.9 0.050 0.050
1494.9 0.050 0.050
1493.6 0.050 0.050
1492.4 0.051 0.051
1491.3 0.051 0.051
1481.6 0.051 0.051
1481.5 0.051 0.051
1481.2 0.052 0.052
1481.0 0.052 0.052
1480.3 0.052 0.052
1470.7 0.055 0.054
1469.9 0.057 0.056
1469.0 0.057 0.056
1468.5 0.057 0.056
1468.4 0.400 0.396
1467.9 0.400 0.396
1467.1 0.613 0.607
1466.6 0.852 0.844
Primal Integral: 0.0001771603
