12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R109
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1261.590
BKS: 1146.9
Optimal: 1
Wed 26 Jan 2022 10:36:06 AM CST
timestamp: 1643164566
Solution value, local machine time, standardized time
1259.3 0.009 0.009
1258.4 0.009 0.009
1257.0 0.009 0.009
1256.4 0.010 0.010
1255.6 0.010 0.010
1254.4 0.013 0.013
1251.2 0.019 0.019
1250.5 0.019 0.019
1250.4 0.020 0.020
1241.3 0.020 0.020
1239.9 0.024 0.024
1239.3 0.024 0.024
1239.0 0.024 0.024
1235.9 0.024 0.024
1234.9 0.050 0.050
1234.1 0.050 0.050
1231.8 0.050 0.050
1230.2 0.050 0.050
1229.8 0.051 0.051
1228.4 0.051 0.051
1228.3 0.051 0.051
1228.2 0.051 0.051
1226.1 0.051 0.051
1220.7 0.051 0.051
1220.4 0.052 0.052
1217.0 0.052 0.052
1216.4 0.052 0.052
1210.8 0.052 0.052
1208.4 0.052 0.052
1205.2 0.052 0.052
1197.7 0.053 0.052
1189.4 0.053 0.052
1187.9 0.053 0.052
1187.6 0.054 0.053
1182.7 0.054 0.053
1181.9 0.055 0.054
1181.7 0.055 0.054
1180.9 0.055 0.054
1179.1 0.069 0.068
1178.9 0.069 0.068
1178.6 0.069 0.068
1176.3 0.070 0.069
1176.2 0.070 0.069
1174.4 0.070 0.069
1170.7 0.079 0.078
1165.2 0.079 0.078
1164.1 0.079 0.078
1162.9 0.079 0.078
1162.4 0.262 0.260
1162.3 0.262 0.260
1161.3 0.263 0.261
1161.0 0.300 0.297
1159.7 0.303 0.300
1158.5 0.303 0.300
1154.8 0.304 0.301
1154.5 0.811 0.803
1152.8 0.925 0.916
1152.0 0.940 0.931
1151.6 1.325 1.312
1151.2 1.325 1.312
1151.0 1.661 1.645
1148.0 1.675 1.659
1147.2 23.079 22.860
1146.9 23.649 23.424
Primal Integral: 0.0019973266
