12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1358.060
BKS: 1234.6
Optimal: 1
Wed 26 Jan 2022 10:36:47 AM CST
timestamp: 1643164607
Solution value, local machine time, standardized time
1357.8 0.008 0.008
1357.2 0.009 0.009
1357.1 0.009 0.009
1355.8 0.009 0.009
1354.3 0.009 0.009
1353.0 0.009 0.009
1351.9 0.009 0.009
1348.2 0.010 0.010
1344.6 0.010 0.010
1344.5 0.012 0.012
1344.1 0.014 0.014
1344.0 0.018 0.018
1328.2 0.018 0.018
1328.1 0.018 0.018
1309.0 0.020 0.020
1304.3 0.024 0.024
1301.4 0.025 0.025
1297.4 0.025 0.025
1293.6 0.029 0.029
1291.7 0.029 0.029
1280.6 0.038 0.038
1279.9 0.039 0.039
1278.8 0.039 0.039
1275.2 0.040 0.040
1269.5 0.049 0.049
1267.9 0.126 0.125
1267.8 0.126 0.125
1266.7 0.165 0.163
1265.9 0.173 0.171
1265.5 0.173 0.171
1262.9 0.269 0.266
1262.4 0.274 0.271
1262.2 0.275 0.272
1260.3 0.314 0.311
1260.2 0.315 0.312
1260.0 0.403 0.399
1259.4 0.445 0.441
1256.8 0.492 0.487
1255.7 0.492 0.487
1254.9 0.492 0.487
1253.7 0.493 0.488
1252.9 0.762 0.755
1252.6 0.762 0.755
1250.7 0.811 0.803
1248.1 1.212 1.200
1248.0 1.213 1.201
1240.6 1.466 1.452
1239.8 1.494 1.480
1239.4 1.503 1.489
1238.8 1.503 1.489
1237.9 2.313 2.291
1237.3 2.394 2.371
1236.8 2.394 2.371
1236.1 2.715 2.689
1235.2 2.716 2.690
1234.6 10.113 10.017
Primal Integral: 0.0018625277
