12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R104
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1068.650
BKS: 971.5
Optimal: 1
Wed 26 Jan 2022 10:36:59 AM CST
timestamp: 1643164619
Solution value, local machine time, standardized time
1067.7 0.009 0.009
1062.0 0.009 0.009
1061.1 0.013 0.013
1054.3 0.018 0.018
1050.9 0.018 0.018
1047.3 0.018 0.018
1046.0 0.018 0.018
1042.4 0.018 0.018
1038.0 0.018 0.018
1032.5 0.019 0.019
1031.0 0.019 0.019
1027.6 0.019 0.019
1027.2 0.019 0.019
1024.2 0.022 0.022
1021.4 0.038 0.038
1019.6 0.039 0.039
1017.1 0.039 0.039
1015.0 0.039 0.039
1013.1 0.040 0.040
1010.3 0.043 0.043
1007.8 0.043 0.043
1007.4 0.043 0.043
1007.3 0.044 0.044
1007.1 0.049 0.049
1006.8 0.049 0.049
1005.6 0.049 0.049
1005.3 0.052 0.052
1004.9 0.117 0.116
1003.5 0.117 0.116
1002.7 0.117 0.116
1000.8 0.118 0.117
998.2 0.118 0.117
997.1 0.118 0.117
996.5 0.141 0.140
993.8 0.141 0.140
992.9 0.142 0.141
992.4 0.333 0.330
991.6 0.333 0.330
990.5 0.334 0.331
989.5 0.460 0.456
987.7 0.462 0.458
987.5 0.463 0.459
987.4 0.464 0.460
987.2 0.464 0.460
987.0 0.464 0.460
986.3 0.700 0.693
982.0 2.407 2.384
981.6 2.424 2.401
980.8 2.427 2.404
980.3 2.435 2.412
979.3 2.435 2.412
979.2 2.698 2.672
978.7 12.735 12.614
976.9 26.364 26.114
976.8 26.381 26.130
976.7 36.749 36.400
974.4 38.873 38.504
971.5 38.874 38.505
Primal Integral: 0.0161705238
