12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R107
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1171.060
BKS: 1064.6
Optimal: 1
Wed 26 Jan 2022 10:36:31 AM CST
timestamp: 1643164591
Solution value, local machine time, standardized time
1166.9 0.007 0.007
1161.2 0.007 0.007
1160.9 0.007 0.007
1160.5 0.008 0.008
1159.5 0.008 0.008
1158.6 0.012 0.012
1156.2 0.016 0.016
1155.2 0.016 0.016
1154.9 0.017 0.017
1153.8 0.017 0.017
1142.4 0.018 0.018
1141.8 0.019 0.019
1138.6 0.020 0.020
1136.1 0.024 0.024
1135.2 0.024 0.024
1134.8 0.024 0.024
1133.1 0.024 0.024
1132.8 0.024 0.024
1132.0 0.051 0.051
1129.5 0.052 0.052
1128.3 0.066 0.065
1124.7 0.067 0.066
1121.8 0.067 0.066
1120.9 0.073 0.072
1117.7 0.074 0.073
1115.5 0.094 0.093
1115.2 0.094 0.093
1114.2 0.094 0.093
1113.1 0.095 0.094
1111.3 0.130 0.129
1110.1 0.130 0.129
1109.4 0.130 0.129
1109.3 0.130 0.129
1103.9 0.131 0.130
1103.6 0.131 0.130
1102.7 0.131 0.130
1102.4 0.131 0.130
1100.7 0.131 0.130
1099.3 0.179 0.177
1096.4 0.286 0.283
1090.8 0.286 0.283
1090.6 0.379 0.375
1087.9 0.384 0.380
1086.0 0.512 0.507
1084.4 0.641 0.635
1081.4 0.642 0.636
1081.0 0.787 0.780
1080.3 0.787 0.780
1080.0 1.135 1.124
1075.9 1.290 1.278
1074.9 1.472 1.458
1073.5 1.753 1.736
1072.3 3.605 3.571
1071.2 4.686 4.641
1070.5 5.116 5.067
1068.5 5.455 5.403
1066.8 5.472 5.420
1065.6 10.291 10.193
1065.0 23.457 23.234
1064.6 23.458 23.235
Primal Integral: 0.0046962145
