12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R108
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1025.310
BKS: 932.1
Optimal: 1
Wed 26 Jan 2022 10:36:22 AM CST
timestamp: 1643164582
Solution value, local machine time, standardized time
1025.0 0.009 0.009
1024.7 0.009 0.009
1024.3 0.009 0.009
1024.2 0.010 0.010
1024.1 0.011 0.011
1022.7 0.017 0.017
1020.4 0.017 0.017
1019.8 0.017 0.017
1004.5 0.018 0.018
1004.4 0.020 0.020
1002.7 0.020 0.020
1002.0 0.021 0.021
1000.4 0.021 0.021
997.7 0.021 0.021
997.0 0.021 0.021
996.8 0.026 0.026
996.7 0.027 0.027
994.2 0.027 0.027
993.6 0.035 0.035
992.7 0.036 0.036
992.2 0.036 0.036
991.6 0.036 0.036
990.2 0.047 0.047
989.6 0.047 0.047
988.9 0.048 0.048
988.6 0.048 0.048
986.7 0.050 0.050
986.2 0.050 0.050
986.0 0.050 0.050
984.2 0.054 0.053
979.3 0.075 0.074
978.4 0.077 0.076
977.2 0.077 0.076
976.8 0.094 0.093
971.3 0.116 0.115
970.9 0.128 0.127
969.8 0.128 0.127
969.6 0.128 0.127
968.8 0.178 0.176
966.8 0.200 0.198
965.9 0.200 0.198
965.5 0.200 0.198
964.5 0.350 0.347
964.3 0.351 0.348
964.2 0.351 0.348
964.0 0.548 0.543
963.6 0.548 0.543
963.4 0.548 0.543
963.0 0.548 0.543
960.7 0.548 0.543
960.5 0.733 0.726
956.7 0.734 0.727
953.4 0.734 0.727
947.7 0.734 0.727
947.5 1.054 1.044
944.0 1.245 1.233
936.5 1.766 1.749
934.7 13.924 13.792
933.7 14.172 14.037
933.1 22.397 22.184
932.5 23.134 22.914
932.1 23.553 23.329
Primal Integral: 0.0064341386
