12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
Ubuntu 21.04
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz
hostid: 10916887366929678835
PassMark Single Thread Benchmark: 1981
Time factor: 0.99 (baseline 2000)
Instance: R106
Standardized Time limit: 1800 secs
Local Machine Time Limit: 1817 secs
Base solution: 1358.060
BKS: 1234.6
Optimal: 1
Fri 14 Jan 2022 06:34:40 PM CST
timestamp: 1642156480
Solution value, local machine time, standardized time
1357.3 0.005 0.005
1356.2 0.005 0.005
1354.6 0.005 0.005
1354.4 0.005 0.005
1354.0 0.005 0.005
1351.6 0.005 0.005
1347.7 0.005 0.005
1340.2 0.006 0.006
1339.0 0.006 0.006
1327.9 0.006 0.006
1326.8 0.006 0.006
1322.3 0.006 0.006
1321.7 0.006 0.006
1320.7 0.006 0.006
1320.2 0.006 0.006
1318.6 0.007 0.007
1317.9 0.008 0.008
1314.7 0.008 0.008
1311.1 0.008 0.008
1311.0 0.009 0.009
1308.2 0.009 0.009
1306.3 0.009 0.009
1306.2 0.010 0.010
1304.7 0.021 0.021
1304.3 0.021 0.021
1302.5 0.022 0.022
1300.1 0.022 0.022
1299.3 0.022 0.022
1298.5 0.022 0.022
1296.5 0.022 0.022
1296.3 0.023 0.023
1293.5 0.023 0.023
1293.4 0.023 0.023
1291.6 0.024 0.024
1291.3 0.024 0.024
1291.2 0.024 0.024
1285.5 0.025 0.025
1282.4 0.026 0.026
1275.6 0.026 0.026
1273.2 0.026 0.026
1262.8 0.032 0.032
1262.1 0.053 0.052
1260.9 0.053 0.052
1260.8 0.055 0.054
1260.0 0.136 0.135
1259.7 0.136 0.135
1259.6 0.136 0.135
1258.9 0.145 0.144
1257.9 0.146 0.145
1257.0 0.187 0.185
1256.9 0.187 0.185
1256.0 0.187 0.185
1255.0 0.187 0.185
1254.7 0.197 0.195
1253.5 0.321 0.318
1250.4 0.432 0.428
1249.9 0.455 0.451
1249.8 0.469 0.465
1249.7 0.471 0.467
1249.1 0.477 0.472
1248.8 0.485 0.480
1246.6 0.639 0.633
1246.1 1.135 1.124
1245.5 1.135 1.124
1245.4 1.135 1.124
1245.0 1.136 1.125
1244.2 1.136 1.125
1243.1 1.136 1.125
1241.3 1.185 1.174
1239.6 1.185 1.174
1238.1 1.232 1.220
1237.3 1.310 1.298
1236.4 1.315 1.303
1235.7 5.867 5.811
1235.2 9.343 9.254
1234.6 9.375 9.286
Primal Integral: 0.0014745892
